week,avg_passing_yards,avg_sacks_suffered,avg_passing_air_yards,avg_passing_epa,avg_passing_cpoe,avg_rushing_yards,avg_rushing_epa,avg_receiving_fumbles,avg_receiving_fumbles_lost,avg_def_tackles_solo,avg_def_tackles_with_assist,avg_def_tackle_assists,avg_def_tackles_for_loss,avg_def_fumbles_forced,avg_def_qb_hits,avg_def_interceptions,avg_def_interception_yards,avg_misc_yards,avg_fumble_recovery_opp,avg_penalties,avg_punt_returns,avg_punt_return_yards,avg_kickoff_returns,avg_fg_made,avg_fg_blocked,pst_passing_yards,pst_passing_tds,pst_passing_interceptions,pst_sacks_suffered,pst_sack_fumbles,pst_passing_air_yards,pst_passing_epa,pst_passing_cpoe,pst_passing_2pt_conversions,pst_rushing_yards,pst_rushing_tds,pst_rushing_fumbles,pst_rushing_fumbles_lost,pst_rushing_epa,pst_rushing_2pt_conversions,pst_receiving_fumbles,pst_special_teams_tds,pst_def_tackles_solo,pst_def_tackles_with_assist,pst_def_tackle_assists,pst_def_tackles_for_loss,pst_def_fumbles_forced,pst_def_sacks,pst_def_qb_hits,pst_def_interceptions,pst_def_interception_yards,pst_def_pass_defended,pst_def_tds,pst_def_safeties,pst_misc_yards,pst_fumble_recovery_own,pst_fumble_recovery_opp,pst_fumble_recovery_tds,pst_penalties,pst_timeouts,pst_punt_returns,pst_punt_return_yards,pst_kickoff_returns,pst_fg_made,pst_fg_missed,pst_fg_blocked,pst_fg_long,pst_fg_made_0_19,pst_fg_made_20_29,pst_fg_made_30_39,pst_fg_made_40_49,pst_fg_missed_30_39,pst_pat_made,pst_pat_missed,pst_pat_blocked,pst_gwfg_made,score_diff
6.0,488.6666666666667,-1.6666666666666663,262.33333333333337,42.13148333049548,21.95367407519491,160.33333333333331,0.3559086952856831,1.3333333333333333,0.6666666666666666,19.0,13.666666666666666,30.333333333333332,5.333333333333332,1.3333333333333337,4.666666666666667,-0.3333333333333333,-0.6666666666666666,-6.333333333333333,1.6666666666666667,2.666666666666667,0.9999999999999998,4.0,6.333333333333333,0.6666666666666667,0.0,4378.0,37.0,-8.0,4.0,8.0,3359.0,245.9999902936394,-0.1914098836455897,-2.0,2054.0,26.0,11.0,3.0,-6.742672169691403,0.0,5.0,6.0,685.0,80.0,234.0,69.0,26.0,63.0,121.0,26.0,565.0,130.0,4.0,4.0,86.0,13.0,13.0,-2.0,101.0,48.0,49.0,565.0,46.0,56.0,0.0,-2.0,59.0,2.0,14.0,11.0,20.0,3.0,69.0,6.0,0.0,0.0,3
6.0,257.6666666666667,-0.9999999999999998,75.33333333333326,21.097632018689225,13.007083351195488,79.66666666666663,-4.7582451457165575,1.3333333333333337,1.3333333333333333,36.333333333333336,2.3333333333333335,8.333333333333332,4.333333333333333,1.0,3.666666666666667,0.9999999999999998,51.33333333333333,0.0,0.6666666666666666,4.333333333333333,2.6666666666666665,67.66666666666666,0.0,2.0,0.0,5565.0,41.0,-6.0,-14.0,3.0,4372.0,356.59721524938,7.793646214628529,0.0,1476.0,9.0,5.0,0.0,-73.12932418090193,-1.0,2.0,2.0,530.0,327.0,247.0,55.0,12.0,52.0,94.0,29.0,507.0,85.0,3.0,0.0,0.0,12.0,12.0,4.0,106.0,46.0,18.0,297.0,15.0,25.0,9.0,6.0,46.0,0.0,17.0,8.0,0.0,2.0,49.0,7.0,2.0,2.0,24
6.0,162.66666666666663,1.0,106.00000000000006,-0.5596129464847612,0.5945467593172169,-61.666666666666686,-3.3130298445504662,-0.3333333333333333,0.3333333333333333,-3.666666666666664,1.3333333333333337,2.666666666666668,-3.0000000000000004,-0.3333333333333333,-2.9999999999999996,-0.6666666666666666,3.333333333333334,0.0,0.0,-1.333333333333334,0.3333333333333335,16.666666666666668,-2.0,0.6666666666666667,0.0,-218.0,-11.0,2.0,-19.0,-3.0,-784.0,0.3607141401249976,-5.0780826443813,0.0,-75.0,9.0,1.0,3.0,4.524984111435501,0.0,7.0,-1.0,-42.0,67.0,-35.0,-12.0,-1.0,-8.0,-39.0,-9.0,-202.0,-22.0,-3.0,-2.0,0.0,2.0,0.0,-1.0,-34.0,10.0,-9.0,-82.0,-9.0,-5.0,-4.0,1.0,4.0,0.0,-1.0,-2.0,-5.0,-1.0,-4.0,0.0,0.0,0.0,-24
6.0,153.66666666666674,2.0,168.66666666666674,-12.818352417707084,-8.435793967391355,19.5,-11.115441947600257,0.0,0.0,36.0,5.666666666666667,66.33333333333333,3.833333333333334,-1.5,3.333333333333334,0.3333333333333335,29.333333333333336,0.0,-0.5,13.166666666666668,0.8333333333333335,53.0,5.5,-1.8333333333333333,0.0,4499.0,35.0,30.0,27.0,0.0,6281.0,-38.14251636112821,2.383794526238322,0.0,988.0,-5.0,0.0,2.0,-76.6922699373142,1.0,19.0,-2.0,562.0,96.0,320.0,64.0,4.0,18.0,77.0,10.0,-55.0,45.0,0.0,3.0,7.0,13.0,-2.0,3.0,159.0,53.0,42.0,205.0,34.0,26.0,-1.0,-1.0,53.0,-1.0,7.0,14.0,6.0,0.0,26.0,5.0,-1.0,-1.0,3
6.0,498.33333333333337,4.0,317.99999999999994,4.528088372124171,18.72819631620587,29.66666666666667,-1.1745636206759622,0.0,0.0,22.66666666666667,-2.6666666666666665,16.666666666666664,4.333333333333334,0.0,5.0,-1.0,-10.0,0.0,0.0,4.000000000000001,0.6666666666666667,12.333333333333332,2.0,3.666666666666667,0.0,3879.0,29.0,-2.0,2.0,-5.0,2205.0,201.6510112226409,11.78589396836452,1.0,2528.0,24.0,-1.0,3.0,-49.298351596627384,2.0,5.0,0.0,480.0,14.0,380.0,70.0,-1.0,35.0,76.0,13.0,142.0,68.0,1.0,2.0,80.0,-8.0,4.0,-1.0,90.0,46.0,37.0,456.0,21.0,32.0,4.0,0.0,49.0,-1.0,9.0,14.0,2.0,0.0,45.0,5.0,2.0,1.0,10
6.0,188.33333333333343,0.0,232.33333333333331,-5.100227016752113,1.2438255598423127,125.66666666666664,-2.6938113213105197,0.0,0.0,35.0,2.6666666666666665,42.0,1.0,-0.3333333333333334,-0.3333333333333339,0.9999999999999998,-3.0,0.0,1.0,3.0,3.666666666666667,28.66666666666667,3.3333333333333335,0.0,0.0,4912.0,38.0,8.0,33.0,11.0,6514.0,188.0467464704775,2.74601152128836,4.0,1875.0,20.0,5.0,2.0,-30.00970525343576,0.0,2.0,1.0,674.0,148.0,232.0,53.0,6.0,51.0,116.0,8.0,27.0,48.0,0.0,4.0,0.0,4.0,0.0,-3.0,72.0,40.0,29.0,306.0,9.0,33.0,2.0,0.0,71.0,0.0,24.0,-1.0,6.0,-1.0,50.0,4.0,0.0,-1.0,3
6.0,7.0,-1.3333333333333337,-49.66666666666663,11.227340102762833,3.30465616031353,-40.33333333333336,-0.6363508371019417,-0.3333333333333333,0.3333333333333333,-5.666666666666664,3.0000000000000004,16.333333333333336,-2.0000000000000004,0.6666666666666666,-2.666666666666667,0.6666666666666667,5.999999999999999,0.0,0.0,-2.999999999999999,-0.3333333333333332,-8.333333333333334,1.0,-0.3333333333333335,0.0,-287.0,-18.0,5.0,-1.0,6.0,-888.0,-146.5047995406791,-4.154063854200987,-4.0,-566.0,-3.0,-6.0,-4.0,-25.089249381586296,-1.0,0.0,0.0,-36.0,161.0,91.0,-25.0,-2.0,-11.0,-49.0,-6.0,-117.0,-19.0,1.0,1.0,-8.0,-1.0,-5.0,-5.0,-25.0,-3.0,-2.0,-111.0,13.0,-11.0,0.0,2.0,-9.0,0.0,3.0,-2.0,-9.0,-1.0,-20.0,-3.0,2.0,0.0,-21
6.0,25.0,1.6666666666666663,73.33333333333326,-5.864645330956355,-29.02424874897815,245.0,5.320770926666829,0.3333333333333333,0.3333333333333333,56.666666666666664,-4.666666666666667,4.666666666666664,4.333333333333333,3.666666666666667,8.333333333333334,0.0,59.666666666666664,0.0,1.0,2.333333333333332,3.333333333333334,40.33333333333333,2.333333333333333,1.3333333333333337,0.0,3776.0,25.0,15.0,38.0,8.0,4204.0,27.6295592910989,7.10080468496586,0.0,1743.0,15.0,5.0,5.0,-52.6297153979289,2.0,2.0,0.0,707.0,53.0,229.0,72.0,7.0,31.0,117.0,9.0,87.0,55.0,-1.0,-2.0,0.0,12.0,11.0,0.0,146.0,62.0,49.0,180.0,40.0,21.0,4.0,1.0,60.0,2.0,1.0,1.0,18.0,-2.0,36.0,-2.0,0.0,1.0,8
6.0,297.6666666666667,5.333333333333334,372.99999999999994,-12.414852437476744,1.0688307365122671,157.00000000000006,-1.259900751247352,1.0,-0.3333333333333333,46.33333333333333,0.6666666666666661,-8.000000000000002,7.666666666666668,-0.6666666666666666,10.666666666666668,-0.3333333333333334,1.666666666666668,0.0,0.3333333333333333,11.666666666666664,2.333333333333333,23.666666666666668,1.0,2.666666666666667,0.0,4254.0,56.0,4.0,37.0,1.0,6167.0,216.507769644362,4.494635936832874,8.0,2681.0,12.0,17.0,9.0,-2.438314549208606,3.0,1.0,0.0,665.0,-116.0,136.0,105.0,16.0,49.0,162.0,25.0,395.0,111.0,0.0,-1.0,16.0,15.0,16.0,10.0,141.0,61.0,31.0,370.0,5.0,40.0,5.0,-2.0,70.0,0.0,2.0,7.0,22.0,4.0,60.0,7.0,-2.0,1.0,21
6.0,272.3333333333333,0.333333333333333,229.66666666666669,4.6588653623755105,2.6916735508821628,62.66666666666667,-3.9258991760314097,0.6666666666666666,0.6666666666666666,45.00000000000001,13.0,13.666666666666664,3.333333333333333,1.3333333333333337,13.0,1.3333333333333337,22.666666666666668,0.0,1.6666666666666667,11.333333333333336,0.0,-1.0,3.3333333333333335,1.0,-0.3333333333333333,5698.0,33.0,18.0,8.0,1.0,6317.0,209.2731482210172,9.27418731160318,4.0,1968.0,18.0,4.0,1.0,-18.138270438510204,0.0,2.0,4.0,498.0,116.0,112.0,100.0,20.0,71.0,108.0,21.0,29.0,87.0,-3.0,2.0,48.0,5.0,10.0,0.0,92.0,53.0,13.0,5.0,32.0,52.0,3.0,1.0,55.0,0.0,14.0,17.0,14.0,2.0,42.0,0.0,2.0,8.0,7
6.0,24.666666666666742,1.0,99.66666666666656,5.558868652435498,3.0003241300787797,219.66666666666669,3.783217783021776,1.0,-0.3333333333333333,45.666666666666664,0.6666666666666665,11.333333333333332,8.666666666666668,1.3333333333333337,9.333333333333332,2.0,5.333333333333332,0.0,0.6666666666666666,9.666666666666668,2.333333333333333,3.666666666666664,5.333333333333334,0.6666666666666665,0.0,4197.0,45.0,10.0,62.0,10.0,6223.0,22.309966993621003,9.65421685298526,2.0,1704.0,-5.0,6.0,-2.0,-48.2967015197081,0.0,-6.0,2.0,717.0,-31.0,355.0,88.0,14.0,47.0,151.0,23.0,414.0,100.0,6.0,4.0,0.0,9.0,9.0,2.0,182.0,44.0,45.0,319.0,52.0,26.0,12.0,-1.0,45.0,0.0,7.0,9.0,13.0,4.0,41.0,1.0,0.0,0.0,24
6.0,263.66666666666663,2.6666666666666665,89.66666666666657,-0.4325144856022335,-2.0106645596248063,154.33333333333331,-6.2369413206902955,-0.6666666666666666,-0.3333333333333333,39.666666666666664,2.0,13.333333333333336,1.666666666666667,1.0,4.666666666666666,-0.3333333333333334,11.999999999999998,0.0,-0.3333333333333333,8.666666666666666,0.3333333333333335,-11.0,3.666666666666667,0.9999999999999998,0.0,4938.0,5.0,12.0,35.0,5.0,5551.0,31.312953778157,-4.7735648518955,-1.0,1600.0,17.0,11.0,2.0,-58.6171735022887,0.0,2.0,0.0,721.0,85.0,175.0,54.0,24.0,23.0,115.0,9.0,316.0,52.0,1.0,0.0,0.0,7.0,10.0,-1.0,150.0,73.0,41.0,319.0,27.0,63.0,-1.0,1.0,54.0,0.0,6.0,20.0,30.0,-1.0,23.0,0.0,2.0,3.0,-3
6.0,316.0,3.0,555.3333333333333,-10.386335805644368,-6.49748229824639,55.66666666666667,-0.3408648418650659,1.0,1.0,45.0,4.0,2.666666666666666,8.333333333333334,0.6666666666666667,8.333333333333334,0.3333333333333333,-7.666666666666667,0.3333333333333333,0.0,12.666666666666668,0.6666666666666667,-3.0,3.0,1.6666666666666667,0.0,5068.0,31.0,16.0,56.0,15.0,7574.0,38.834454492972895,3.2109348100913606,2.0,1053.0,4.0,5.0,2.0,-47.1078432541156,2.0,9.0,0.0,765.0,133.0,173.0,43.0,24.0,5.0,77.0,18.0,328.0,47.0,2.0,0.0,0.0,17.0,18.0,3.0,106.0,69.0,13.0,183.0,1.0,16.0,15.0,-2.0,43.0,-1.0,8.0,8.0,3.0,1.0,21.0,6.0,0.0,2.0,-5
6.0,74.66666666666657,3.333333333333333,50.333333333333314,-0.2477630556606938,-4.812824422691218,117.00000000000006,-6.843253301235475,0.3333333333333333,0.3333333333333333,44.666666666666664,9.666666666666666,14.333333333333334,4.333333333333333,1.6666666666666663,4.666666666666667,-0.3333333333333334,-11.666666666666664,-0.6666666666666666,1.0,2.666666666666666,2.333333333333333,23.666666666666664,-1.3333333333333337,3.0,-0.6666666666666666,3553.0,8.0,21.0,43.0,1.0,4908.0,-49.6102267963959,2.2301375776592183,-1.0,1810.0,22.0,3.0,1.0,-39.7955336015772,0.0,2.0,-2.0,616.0,39.0,393.0,38.0,6.0,43.0,82.0,2.0,-77.0,65.0,-3.0,0.0,0.0,-11.0,6.0,-1.0,79.0,50.0,40.0,288.0,22.0,36.0,10.0,1.0,47.0,0.0,13.0,3.0,21.0,0.0,23.0,2.0,2.0,2.0,-21
6.0,301.5,2.0,291.5,-5.27804276386169,-6.458315675674482,31.0,-0.9178540957092752,0.0,0.0,40.0,12.0,36.0,1.5,3.0,7.0,-3.0,-9.0,0.0,1.5,8.5,0.0,8.5,4.0,0.5,0.0,4867.0,32.0,10.0,47.0,9.0,4058.0,44.1196227276092,4.646968332120088,0.0,794.0,5.0,10.0,1.0,-83.0932083490566,-1.0,7.0,-2.0,663.0,166.0,346.0,53.0,9.0,32.0,111.0,22.0,310.0,124.0,4.0,0.0,0.0,11.0,3.0,-1.0,101.0,44.0,18.0,38.0,34.0,19.0,5.0,2.0,62.0,2.0,16.0,-1.0,0.0,0.0,38.0,4.0,-1.0,-1.0,6
7.0,-118.00000000000006,-1.3333333333333337,-78.66666666666669,-1.6021435039562917,-9.00342800438072,-34.33333333333336,-10.517408110075346,0.0,0.0,11.0,7.333333333333334,-2.6666666666666643,1.6666666666666663,1.6666666666666667,-0.6666666666666661,0.3333333333333333,8.333333333333334,0.0,1.0,0.0,1.0,4.666666666666667,0.0,-1.3333333333333337,0.0,311.0,2.0,-4.0,0.0,-1.0,1058.0,10.819128774016905,-1.7630585689950498,-1.0,-466.0,-2.0,4.0,0.0,-44.94890842010821,0.0,0.0,0.0,113.0,-12.0,-36.0,9.0,9.0,4.0,19.0,5.0,21.0,12.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,-3.0,-8.0,0.0,-63.0,-5.0,8.0,0.0,0.0,4.0,1.0,1.0,-1.0,6.0,3.0,-4.0,1.0,2.0,1.0,-35
7.0,53.33333333333337,0.666666666666667,86.33333333333337,10.02401225666258,8.256647952747512,-12.666666666666655,-1.786794710535438,0.0,-0.3333333333333333,1.6666666666666714,-6.333333333333334,-7.666666666666668,-1.0,-0.3333333333333333,0.9999999999999996,0.6666666666666666,-7.333333333333333,-0.3333333333333333,0.0,1.0,-0.6666666666666667,0.666666666666667,-0.333333333333333,0.0,0.0,466.0,1.0,-2.0,-11.0,-12.0,379.0,151.33916593724172,6.9223764222569795,0.0,298.0,6.0,4.0,3.0,12.752047825265798,-1.0,0.0,0.0,56.0,-173.0,-13.0,18.0,0.0,12.0,17.0,-5.0,-53.0,-8.0,-2.0,-1.0,0.0,-2.0,2.0,3.0,11.0,10.0,0.0,53.0,8.0,16.0,-2.0,0.0,5.0,1.0,-2.0,7.0,5.0,-1.0,15.0,-1.0,-2.0,-1.0,3
7.0,4.666666666666686,-0.1666666666666667,188.83333333333331,-12.474680694683173,-6.059826811604322,-22.33333333333331,-4.142674083652675,-0.6666666666666667,-0.1666666666666666,1.5,-2.6666666666666665,-1.0,2.166666666666667,-0.5,3.333333333333333,0.1666666666666666,-33.166666666666664,0.0,-1.1666666666666667,2.5,1.3333333333333337,30.166666666666664,-0.6666666666666667,-0.1666666666666665,0.3333333333333333,-1099.0,-3.0,5.0,7.0,1.0,425.0,-150.37189309830168,-5.88534883944034,1.0,-214.0,-9.0,0.0,0.0,-38.84627760197303,-1.0,-1.0,0.0,53.0,1.0,-39.0,13.0,-1.0,-1.0,19.0,2.0,193.0,-19.0,1.0,0.0,-39.0,4.0,7.0,2.0,-14.0,-3.0,-2.0,104.0,-2.0,3.0,-3.0,1.0,4.0,0.0,-3.0,7.0,-2.0,-1.0,-8.0,-1.0,-2.0,-1.0,-1
7.0,-250.66666666666669,1.6666666666666667,-235.0,-17.541887741785892,-10.498134876549408,16.666666666666686,2.0100001547687065,-0.3333333333333333,-0.3333333333333333,-6.333333333333336,2.666666666666667,-13.333333333333336,1.666666666666667,2.3333333333333335,1.666666666666667,0.0,-13.0,0.0,1.0,-1.0,0.6666666666666667,-14.0,0.3333333333333332,-0.3333333333333335,0.0,-140.0,3.0,1.0,-9.0,-3.0,470.0,39.3146441905265,4.31472612198162,0.0,356.0,1.0,1.0,1.0,3.635383118520302,0.0,-1.0,0.0,9.0,96.0,10.0,4.0,5.0,1.0,-2.0,5.0,60.0,13.0,0.0,-2.0,0.0,-2.0,0.0,2.0,6.0,-3.0,-3.0,51.0,4.0,0.0,0.0,-1.0,2.0,0.0,-5.0,2.0,1.0,-2.0,7.0,-2.0,0.0,0.0,-32
7.0,-56.333333333333314,-1.6666666666666663,4.166666666666686,-4.138432930806962,-4.203976712105764,-2.5,0.2858562177883965,-0.1666666666666666,0.5,-1.1666666666666643,-3.166666666666667,2.5,-1.166666666666667,0.1666666666666666,-6.0,0.3333333333333333,-6.666666666666666,0.0,0.1666666666666666,-0.666666666666667,-1.3333333333333337,-30.666666666666668,-1.0,0.1666666666666665,0.0,-648.0,-16.0,7.0,-1.0,-4.0,-1031.0,-81.2239935565503,-3.309929363101427,-4.0,-13.0,6.0,-1.0,0.0,-10.337822787545296,-1.0,0.0,2.0,-38.0,-23.0,95.0,-11.0,1.0,12.0,-8.0,-9.0,-200.0,-36.0,-1.0,0.0,-8.0,-1.0,0.0,-4.0,-33.0,6.0,11.0,59.0,16.0,0.0,-4.0,0.0,-13.0,0.0,3.0,6.0,-3.0,-3.0,-6.0,-2.0,1.0,0.0,4
7.0,16.666666666666686,0.8333333333333334,8.833333333333314,10.155906010674386,7.173061689217384,3.166666666666657,-2.88349219351022,0.5,0.5,8.0,4.5,-9.5,1.8333333333333333,0.6666666666666667,0.5,0.8333333333333333,14.5,0.0,-0.1666666666666666,0.666666666666667,-0.3333333333333335,-12.166666666666668,0.3333333333333333,-1.3333333333333337,0.0,-1534.0,-19.0,4.0,4.0,0.0,-1869.0,-200.4758548872286,-6.74593773379462,-2.0,-101.0,-3.0,6.0,2.0,-15.966362361743002,1.0,-1.0,1.0,64.0,-81.0,3.0,10.0,5.0,1.0,8.0,-4.0,139.0,2.0,2.0,-1.0,73.0,6.0,9.0,1.0,20.0,-3.0,0.0,74.0,18.0,-21.0,2.0,1.0,-7.0,1.0,-11.0,-7.0,-2.0,0.0,-19.0,-1.0,1.0,1.0,-7
7.0,-51.666666666666686,2.0,-31.0,-1.8176513551909048,1.493996293456466,-32.666666666666686,-3.730349708923636,0.0,0.0,-2.3333333333333357,0.0,3.3333333333333357,1.6666666666666663,-0.3333333333333333,-1.666666666666667,-1.0,-15.666666666666668,0.0,-0.3333333333333333,-2.666666666666666,0.6666666666666666,-0.3333333333333339,-0.3333333333333332,-2.0,0.3333333333333333,-940.0,-1.0,4.0,3.0,2.0,-29.0,-123.2787485381555,-6.63158447892066,0.0,-537.0,-6.0,1.0,1.0,-47.12672804692796,0.0,4.0,-1.0,78.0,-36.0,128.0,11.0,-8.0,10.0,30.0,-5.0,138.0,-13.0,3.0,0.0,0.0,-1.0,-8.0,-3.0,-8.0,-3.0,12.0,189.0,-13.0,-23.0,-3.0,1.0,-2.0,0.0,-2.0,-12.0,-6.0,-1.0,-8.0,2.0,0.0,-1.0,-35
7.0,-41.333333333333314,1.0,5.333333333333314,-15.36978502926928,-14.01183996665124,50.5,1.5710022801832184,0.3333333333333333,0.0,-1.1666666666666643,3.1666666666666665,16.5,-2.3333333333333335,0.1666666666666666,3.166666666666667,1.3333333333333333,18.0,0.0,0.3333333333333333,0.5,1.5,19.5,1.3333333333333337,1.0,0.0,-1070.0,-11.0,14.0,10.0,-1.0,-984.0,-199.7117364698232,-8.64942565690739,-1.0,264.0,3.0,-2.0,-1.0,39.84438190014124,0.0,-1.0,0.0,-5.0,-52.0,92.0,35.0,-4.0,12.0,-1.0,-6.0,-121.0,17.0,0.0,0.0,0.0,-4.0,-7.0,-3.0,6.0,5.0,18.0,29.0,15.0,-10.0,-4.0,0.0,4.0,0.0,-2.0,-5.0,-2.0,1.0,-3.0,-2.0,0.0,-1.0,-3
7.0,-3.6666666666666288,-0.3333333333333335,-65.5,11.160469108944348,1.9076186387293532,76.83333333333334,-1.3883654492503086,0.0,0.0,-1.6666666666666643,-0.3333333333333332,2.333333333333332,2.833333333333333,-1.8333333333333337,5.0,0.1666666666666666,17.833333333333332,0.0,-0.8333333333333334,-1.5,0.8333333333333333,5.333333333333334,-1.6666666666666667,1.1666666666666663,0.0,-767.0,-5.0,0.0,-9.0,-2.0,-210.0,-52.8973725266358,-1.3207831452864491,0.0,722.0,8.0,-9.0,-2.0,93.71739034519872,0.0,-3.0,1.0,23.0,-39.0,-53.0,28.0,8.0,-3.0,-11.0,-6.0,-96.0,-26.0,-1.0,0.0,86.0,-10.0,3.0,0.0,5.0,2.0,2.0,97.0,-9.0,-2.0,4.0,-1.0,1.0,0.0,-7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,-3
7.0,432.66666666666674,4.666666666666667,401.0,-0.7474577884855944,8.944146175667113,138.00000000000006,12.482135652128012,0.0,0.0,31.0,-7.000000000000001,22.999999999999996,2.0,-1.3333333333333337,6.999999999999999,0.3333333333333332,-6.666666666666667,0.0,-0.6666666666666667,5.0,-0.3333333333333333,-3.666666666666667,1.6666666666666667,3.3333333333333335,0.0,3357.0,17.0,26.0,52.0,9.0,3691.0,-100.7199074518615,-0.7199869855338203,3.0,2318.0,10.0,1.0,3.0,8.124793264567003,0.0,3.0,0.0,504.0,56.0,270.0,66.0,-1.0,29.0,58.0,5.0,216.0,50.0,3.0,0.0,0.0,10.0,8.0,3.0,116.0,74.0,41.0,414.0,39.0,16.0,6.0,2.0,49.0,-1.0,5.0,12.0,-2.0,-2.0,31.0,-1.0,-2.0,-1.0,35
7.0,11.666666666666629,1.3333333333333333,-20.83333333333337,15.351010638626695,3.352332266186384,-20.0,2.51142400338523,0.0,0.0,4.833333333333336,-1.0,-12.0,-0.833333333333333,1.3333333333333337,1.166666666666667,-1.3333333333333333,-9.666666666666666,0.0,0.8333333333333334,-0.6666666666666661,-1.6666666666666667,-36.0,-0.6666666666666667,-0.3333333333333332,0.0,678.0,5.0,-10.0,14.0,6.0,-323.0,81.7294420031289,0.889116615491156,2.0,-167.0,6.0,1.0,0.0,-26.531405006365397,-1.0,-8.0,2.0,59.0,-12.0,-32.0,8.0,7.0,5.0,6.0,10.0,154.0,22.0,2.0,-2.0,-40.0,-4.0,7.0,0.0,-33.0,0.0,0.0,246.0,-8.0,9.0,3.0,0.0,4.0,2.0,-2.0,2.0,1.0,0.0,14.0,-2.0,0.0,1.0,11
7.0,-13.333333333333314,1.6666666666666663,-71.66666666666663,5.23501733929493,5.068697868312947,-3.6666666666666288,-5.945368542156084,-0.3333333333333333,-0.3333333333333333,2.3333333333333357,3.0,-0.3333333333333339,2.0,1.0,2.0,0.6666666666666666,13.666666666666664,4.666666666666667,1.0,1.0,0.0,13.666666666666668,-0.3333333333333335,2.0,0.0,-72.0,7.0,4.0,30.0,8.0,1105.0,-86.5193513617485,0.3215316467109899,-2.0,-420.0,-10.0,-5.0,-2.0,-5.8880542801591,1.0,-2.0,-1.0,-68.0,48.0,108.0,-2.0,-4.0,-23.0,-34.0,-10.0,-150.0,-23.0,0.0,1.0,0.0,3.0,-7.0,-3.0,12.0,9.0,1.0,-29.0,2.0,-10.0,0.0,0.0,-1.0,0.0,-3.0,-5.0,-3.0,1.0,-5.0,0.0,-1.0,-1.0,13
7.0,627.3333333333334,0.0,698.0,21.74603600542852,6.513402541559415,67.33333333333331,-7.331346255663826,0.6666666666666666,0.6666666666666666,52.333333333333336,1.666666666666666,45.66666666666667,2.666666666666666,-1.666666666666667,3.666666666666666,1.3333333333333333,30.0,0.0,-0.6666666666666667,8.333333333333332,0.3333333333333332,33.0,1.3333333333333337,2.0,0.0,3366.0,10.0,8.0,65.0,9.0,3208.0,-106.902449668528,-8.99575094866586,0.0,1305.0,10.0,6.0,0.0,-42.2176095361972,0.0,5.0,0.0,636.0,-77.0,325.0,62.0,6.0,24.0,75.0,8.0,155.0,56.0,1.0,4.0,0.0,14.0,7.0,-2.0,86.0,69.0,30.0,111.0,24.0,29.0,4.0,2.0,52.0,0.0,16.0,5.0,5.0,4.0,15.0,4.0,0.0,1.0,32
7.0,335.66666666666663,1.666666666666667,424.99999999999994,-11.55761515540583,-7.693754923376657,100.99999999999994,4.977069842546304,1.0,1.0,40.666666666666664,-2.3333333333333335,13.666666666666668,2.333333333333333,-1.0,2.666666666666667,0.0,-7.999999999999997,-4.666666666666667,-1.0,5.0,2.3333333333333335,-8.666666666666668,2.0,-1.0,0.0,3788.0,14.0,9.0,-6.0,-2.0,2994.0,119.4186811789755,-3.35113512466033,5.0,2682.0,28.0,14.0,5.0,-17.7643702193823,-1.0,6.0,2.0,756.0,-32.0,92.0,83.0,21.0,78.0,139.0,31.0,444.0,104.0,2.0,-1.0,0.0,7.0,19.0,8.0,100.0,39.0,33.0,354.0,23.0,40.0,5.0,0.0,57.0,0.0,9.0,18.0,12.0,0.0,42.0,3.0,2.0,2.0,-13
7.0,374.6666666666667,-1.3333333333333337,375.0,10.762048680916234,-2.722253424149971,153.33333333333337,6.440464848907863,0.0,0.0,46.333333333333336,0.0,15.999999999999996,1.0,1.3333333333333337,9.333333333333334,2.666666666666667,38.66666666666667,0.0,1.0,11.333333333333332,0.0,13.333333333333334,2.333333333333333,5.0,-0.3333333333333333,5266.0,27.0,4.0,34.0,-1.0,4227.0,212.9697233144,11.2210566537909,0.0,2440.0,18.0,2.0,1.0,37.86175123515932,0.0,-2.0,2.0,572.0,90.0,90.0,60.0,20.0,21.0,40.0,21.0,63.0,99.0,-3.0,0.0,0.0,11.0,18.0,6.0,126.0,67.0,23.0,31.0,60.0,64.0,7.0,-1.0,55.0,0.0,10.0,31.0,16.0,2.0,48.0,-2.0,0.0,2.0,35
7.0,31.66666666666669,0.0,54.333333333333314,9.556827960046656,3.961954955748226,42.66666666666666,7.563075892839407,0.0,-0.3333333333333333,-2.6666666666666643,-0.666666666666667,8.666666666666666,0.0,0.3333333333333333,0.333333333333333,0.0,-10.666666666666666,0.0,0.3333333333333333,1.333333333333333,-0.6666666666666667,12.0,-0.333333333333333,0.3333333333333332,0.0,-212.0,13.0,-8.0,-15.0,4.0,-762.0,90.6768520724432,1.68809043323218,0.0,291.0,2.0,1.0,1.0,0.0079263781255995,0.0,2.0,3.0,-44.0,-21.0,-3.0,6.0,0.0,18.0,-1.0,8.0,216.0,38.0,2.0,2.0,43.0,6.0,0.0,0.0,-16.0,-12.0,11.0,154.0,9.0,1.0,2.0,-1.0,4.0,1.0,3.0,0.0,-5.0,2.0,20.0,2.0,-1.0,-2.0,29
