,Week,LastYrTotalYdsDif,LastYrTotalPlaysDif,LastYrY/PDif,LastYrTODif,LastYr1stDsDif,LastYrPCmpDif,LastYrPAttDif,LastYrPYDsDif,LastYrPTDDif,LastYrPIntDif,LastYrPNY/ADif,LastYrPFDDif,LastYrRAttDif,LastYrRYDsDif,LastYrRTDsDif,LastYrRY/ADif,LastYrR1stDDif,LastYrPenDif,LastYrSc%Dif,LastYrTO%Dif,LastYrAvgPlyDif,LastYrAvgDrYdsDif,LastYrAvgDrPtsDif,MA3Off1stDDif,MA3OffTotYdsDif,MA3OffPYDSDif,MA3OffRYDSDif,MA3OffTOsDif,MA3Def1stDDif,MA3DefTotYdsDif,MA3DefPYDSDif,MA3DefRYDSDif,MA3DefTOsDif,score_diff
0,13,55,-23,0.09999999999999964,2,-6,-47,-69,-300,0,-4,0.09999999999999964,-7,40,355,4,0.5,-1,5,-1.8999999999999986,0.5,-0.40000000000000036,-0.8000000000000007,-0.040000000000000036,-3.666666666666668,-50.0,-46.33333333333334,-3.666666666666657,-0.6666666666666667,-7.000000000000002,-69.66666666666666,-11.666666666666657,-58.0,1.6666666666666667,25
0,14,-522,-63,-0.20000000000000018,15,-16,-4,-52,-586,0,8,-0.5999999999999996,-10,-24,64,0,0.39999999999999947,-12,-6,-4.799999999999997,7.9,-0.20000000000000018,-2.0,-0.25,-6.666666666666666,-92.0,-81.66666666666666,-10.333333333333329,0.0,-11.666666666666666,-230.66666666666669,-113.66666666666666,-117.0,1.0,-2
0,15,-492,-22,-0.40000000000000036,7,-26,-8,-36,-863,0,2,-1.2000000000000002,-26,1,371,-1,0.8999999999999995,5,8,-5.299999999999997,3.5999999999999996,0.0,-2.0,-0.3799999999999999,-11.0,-123.0,-83.33333333333334,-39.66666666666667,-0.6666666666666666,-0.6666666666666661,-57.0,-62.66666666666666,5.666666666666671,0.6666666666666667,6
0,16,95,-76,0.39999999999999947,12,8,-7,-23,-201,0,8,-0.2999999999999998,2,-71,296,0,1.2999999999999998,-4,24,0.5,8.1,0.20000000000000018,3.6000000000000014,0.06999999999999984,10.999999999999998,214.33333333333334,146.33333333333331,68.00000000000001,-0.6666666666666666,10.666666666666666,189.66666666666669,179.33333333333331,10.333333333333343,0.6666666666666666,3
0,17,253,-72,0.5,3,15,50,30,481,0,1,0.5,33,-108,-228,0,0.5,-15,6,0.1999999999999993,4.199999999999999,0.5,5.400000000000002,0.08999999999999986,3.333333333333332,68.33333333333337,5.333333333333314,63.000000000000014,-0.3333333333333333,4.666666666666668,106.33333333333331,106.66666666666669,-0.3333333333333286,0.33333333333333326,26
0,18,95,-76,0.39999999999999947,12,8,-7,-23,-201,0,8,-0.2999999999999998,2,-71,296,0,1.2999999999999998,-4,24,0.5,8.1,0.20000000000000018,3.6000000000000014,0.06999999999999984,4.666666666666664,120.0,77.33333333333334,42.66666666666667,-1.3333333333333335,3.0,11.333333333333371,76.66666666666666,-65.33333333333333,2.0,-7
0,19,-1081,-68,-0.7000000000000002,4,-36,-19,-20,-630,0,7,-1.0,-18,-60,-451,-1,-0.40000000000000036,-23,0,-8.200000000000003,3.0,-0.20000000000000018,-5.199999999999999,-0.4900000000000002,-3.0,-66.99999999999997,-48.999999999999986,-18.0,-0.3333333333333333,0.0,-2.333333333333343,-18.0,15.666666666666664,1.0,24
0,20,99,-94,0.5,-1,7,-21,-82,79,0,0,0.7999999999999998,8,-6,20,8,0.09999999999999964,0,-7,3.3000000000000007,1.5999999999999996,-0.10000000000000053,2.6000000000000014,0.31999999999999984,-2.333333333333332,-56.99999999999997,2.6666666666666714,-59.66666666666667,0.0,2.666666666666666,7.666666666666657,-15.999999999999986,23.666666666666668,-0.3333333333333333,2
0,21,296,-30,0.39999999999999947,13,13,23,-4,341,0,10,0.5999999999999996,14,-23,-45,4,0.09999999999999964,-11,26,3.5,6.5,-0.20000000000000018,1.4000000000000021,0.16999999999999993,1.333333333333334,54.66666666666666,-2.666666666666657,57.333333333333336,-0.3333333333333333,-1.333333333333334,-23.333333333333314,-9.666666666666657,-13.666666666666671,1.0,-3
0,1,198,-49,0.40000000000000036,1,21,97,99,781,0,5,0.40000000000000036,40,-148,-583,-4,0.0,-14,1,2.099999999999998,3.6999999999999993,0.9000000000000004,6.200000000000003,0.1299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
0,2,-497,-57,-0.20000000000000018,6,-9,-16,15,-344,0,11,-0.6999999999999993,-18,-77,-153,-4,0.2999999999999998,-7,-17,-3.200000000000003,4.199999999999999,0.10000000000000053,-0.8999999999999986,-0.19999999999999996,7.0,89.0,20.0,69.0,-2.0,0.0,26.0,32.0,-6.0,0.0,-6
0,3,-577,-40,-0.2999999999999998,13,-10,43,17,-286,0,12,-0.6999999999999993,-3,-64,-291,-4,-0.10000000000000053,-11,-11,-2.8999999999999986,7.4,0.20000000000000018,-1.1999999999999993,-0.20999999999999996,4.0,82.5,9.5,73.0,0.0,-7.0,-91.5,-1.5,-90.0,1.0,-3
0,4,40,-53,0.2999999999999998,10,14,40,46,99,0,12,-0.39999999999999947,9,-111,-59,-4,0.7999999999999998,-3,19,2.3999999999999986,7.6,0.6000000000000005,4.400000000000002,0.10999999999999988,8.666666666666666,160.99999999999997,165.66666666666669,-4.666666666666686,0.6666666666666667,-2.6666666666666643,-5.666666666666629,-26.666666666666686,21.0,0.6666666666666666,17
0,5,-880,-22,-0.7000000000000002,11,-50,63,115,29,0,11,-1.2999999999999998,-8,-152,-909,-9,-0.6000000000000005,-44,2,-10.100000000000001,6.9,0.0,-4.899999999999999,-0.7800000000000002,3.3333333333333357,63.333333333333314,97.33333333333331,-34.0,0.6666666666666667,-6.0,-50.666666666666686,-4.333333333333314,-46.33333333333333,0.6666666666666667,-1
0,6,-1146,-109,-0.5,9,-61,20,36,-319,0,11,-0.8999999999999995,-12,-146,-827,-14,-0.5,-46,-9,-6.5,5.1,-0.2999999999999998,-4.799999999999997,-0.4900000000000002,-3.333333333333332,7.0,-27.33333333333337,34.33333333333333,0.33333333333333326,-2.6666666666666643,-48.0,-42.666666666666686,-5.333333333333343,1.0,12
0,7,241,-7,0.2999999999999998,11,19,70,65,641,0,14,0.5,21,-63,-400,0,-0.40000000000000036,-10,21,5.399999999999999,6.0,0.20000000000000018,2.200000000000003,0.20999999999999996,6.000000000000002,169.66666666666669,73.33333333333331,96.33333333333334,0.6666666666666667,9.000000000000002,162.66666666666669,98.33333333333333,64.33333333333334,2.0,-10
0,8,72,24,0.0,2,8,102,112,457,0,5,-0.2999999999999998,24,-90,-385,-4,-0.10000000000000053,-11,-10,1.8999999999999986,0.9000000000000004,0.40000000000000036,1.1000000000000014,-0.040000000000000036,7.000000000000002,160.33333333333331,53.66666666666666,106.66666666666666,-0.6666666666666665,6.333333333333334,108.99999999999997,66.0,43.0,1.6666666666666667,6
0,10,-685,-43,-0.40000000000000036,2,-18,6,10,-590,0,9,-1.0,-23,-53,-95,-1,0.2999999999999998,-4,1,-0.5,1.3000000000000007,0.10000000000000053,-2.3999999999999986,-0.07000000000000006,-10.333333333333334,-139.33333333333331,-140.00000000000003,0.6666666666666714,-0.6666666666666667,-9.999999999999998,-221.66666666666669,-136.0,-85.66666666666666,0.6666666666666666,3
0,11,-1146,-109,-0.5,9,-61,20,36,-319,0,11,-0.8999999999999995,-12,-146,-827,-14,-0.5,-46,-9,-6.5,5.1,-0.2999999999999998,-4.799999999999997,-0.4900000000000002,2.0,75.0,22.0,52.99999999999999,-1.3333333333333335,-5.0,-101.33333333333331,-79.33333333333333,-21.999999999999993,0.0,-3
0,12,-529,-23,-0.40000000000000036,10,-21,68,98,127,0,15,-0.7999999999999998,1,-124,-656,-5,-0.3000000000000007,-23,-1,-4.800000000000004,5.699999999999999,-0.20000000000000018,-3.299999999999997,-0.28,2.0,-29.0,-16.333333333333314,-12.666666666666657,0.0,-1.0,-49.33333333333334,-16.33333333333333,-33.0,0.3333333333333333,-28
0,14,-344,3,-0.2999999999999998,0,12,0,4,-401,0,0,-0.7999999999999998,-6,-19,57,2,0.2999999999999998,9,22,-0.30000000000000426,0.8000000000000007,0.40000000000000036,-0.1999999999999993,-0.16999999999999993,-4.333333333333334,-110.99999999999997,-108.66666666666666,-2.333333333333343,2.0,-1.6666666666666679,-79.0,-98.66666666666666,19.666666666666657,-0.6666666666666667,25
0,15,-577,-40,-0.2999999999999998,13,-10,43,17,-286,0,12,-0.6999999999999993,-3,-64,-291,-4,-0.10000000000000053,-11,-11,-2.8999999999999986,7.4,0.20000000000000018,-1.1999999999999993,-0.20999999999999996,-8.333333333333332,-45.66666666666663,-26.666666666666657,-19.000000000000014,2.0,-4.0,-131.33333333333337,-97.0,-34.333333333333314,0.3333333333333333,-6
0,16,-244,-19,-0.09999999999999964,1,-2,30,53,-119,0,7,-0.5999999999999996,4,-64,-125,-5,0.2999999999999998,-12,-2,1.7999999999999972,1.5999999999999996,0.40000000000000036,0.7000000000000028,-0.15000000000000013,-6.333333333333332,-30.666666666666686,-101.33333333333334,70.66666666666667,0.0,-2.0,-45.0,-97.0,52.000000000000014,0.0,-12
0,17,-547,1,-0.5,5,-20,39,33,-563,0,6,-1.2999999999999998,-19,-39,16,-5,0.39999999999999947,6,3,-3.3999999999999986,3.0999999999999996,0.40000000000000036,-1.1999999999999993,-0.33999999999999986,-10.333333333333332,-123.33333333333331,-113.33333333333334,-10.0,0.33333333333333337,-5.0,-131.33333333333331,-138.33333333333334,7.0,-0.6666666666666667,-6
0,18,-880,-22,-0.7000000000000002,11,-50,63,115,29,0,11,-1.2999999999999998,-8,-152,-909,-9,-0.6000000000000005,-44,2,-10.100000000000001,6.9,0.0,-4.899999999999999,-0.7800000000000002,-2.666666666666668,-44.333333333333314,43.33333333333334,-87.66666666666666,0.0,2.333333333333332,54.0,43.0,11.0,-0.3333333333333333,-23
0,1,358,44,0.09999999999999964,0,24,83,129,781,0,2,0.0,33,-83,-423,-2,-0.10000000000000053,-9,12,2.3999999999999986,-0.10000000000000142,0.09999999999999964,1.7000000000000028,0.3600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0,2,596,15,0.5,2,44,85,103,847,0,1,0.40000000000000036,39,-89,-251,2,0.2999999999999998,6,3,3.200000000000003,1.5,0.7000000000000002,6.600000000000001,0.49,10.0,184.0,129.0,55.0,0.0,3.0,144.0,118.0,26.0,1.0,-1
0,3,492,51,0.20000000000000018,-11,64,92,94,772,0,-9,0.20000000000000018,55,-52,-280,3,-0.10000000000000053,11,5,9.5,-4.600000000000001,0.9000000000000004,6.300000000000001,0.75,0.5,-18.0,2.0,-20.0,1.0,5.0,126.5,32.0,94.5,-2.0,3
0,4,202,24,0.09999999999999964,-8,27,21,41,64,0,-4,-0.20000000000000018,9,-12,138,2,0.5,10,14,6.700000000000003,-4.5,0.40000000000000036,2.6000000000000014,0.5700000000000001,4.666666666666664,134.66666666666669,58.33333333333334,76.33333333333334,1.0,-4.333333333333332,-32.0,-29.0,-3.0,-0.33333333333333337,-17
0,6,1461,101,0.9000000000000004,-10,110,118,117,1496,0,-9,1.4000000000000004,86,-10,-35,-2,0.0,23,-11,16.3,-2.0,1.9000000000000004,13.900000000000002,0.9200000000000002,-2.666666666666666,5.666666666666657,-1.0,6.666666666666671,0.0,-5.333333333333334,-125.99999999999997,-33.0,-92.99999999999999,-1.3333333333333335,4
0,7,-95,14,-0.09999999999999964,-13,12,54,70,398,0,-9,-0.09999999999999964,31,-65,-493,-11,-0.40000000000000036,-23,8,5.899999999999999,-4.4,0.9000000000000004,3.700000000000003,0.3900000000000001,-9.666666666666666,-144.33333333333334,-114.00000000000001,-30.333333333333343,-0.33333333333333337,-0.33333333333333215,-80.33333333333334,-49.66666666666666,-30.66666666666667,-0.6666666666666666,25
0,8,-314,50,-0.5,-8,13,61,97,73,0,-8,-0.8999999999999995,21,-46,-387,-4,-0.40000000000000036,-16,15,2.6000000000000014,-3.700000000000001,0.7000000000000002,0.6000000000000014,0.3400000000000003,-3.0,-86.0,-130.66666666666669,44.66666666666667,-0.6666666666666666,-16.0,-267.3333333333333,-202.33333333333334,-65.0,-1.3333333333333333,20
0,9,226,27,0.09999999999999964,-9,50,21,35,220,0,-7,0.0,24,-11,6,-2,0.09999999999999964,12,-1,8.800000000000004,-3.1000000000000014,0.7999999999999998,4.800000000000001,0.52,1.3333333333333321,25.333333333333314,-46.66666666666666,72.0,-1.3333333333333333,-7.333333333333332,-148.99999999999997,-107.0,-42.0,0.0,5
0,10,959,91,0.5,-8,53,117,143,1111,0,-8,0.5,56,-49,-152,-1,0.09999999999999964,3,3,9.100000000000001,-4.9,0.7000000000000002,6.100000000000001,0.6000000000000001,8.000000000000002,170.99999999999997,13.0,158.0,-0.3333333333333333,2.0,-55.00000000000003,-12.0,-43.0,1.3333333333333335,28
0,11,-558,-12,-0.40000000000000036,0,0,29,54,-161,0,1,-0.7999999999999998,4,-70,-397,-2,-0.20000000000000018,-10,8,-5.699999999999996,0.6999999999999993,0.40000000000000036,-0.3999999999999986,-0.17999999999999972,2.0,37.0,-32.333333333333314,69.33333333333333,0.6666666666666667,-5.999999999999998,-101.33333333333334,-4.333333333333343,-96.99999999999999,2.0,8
0,12,310,27,0.20000000000000018,3,35,58,48,368,0,-1,0.10000000000000053,29,-23,-58,-1,0.09999999999999964,3,2,4.300000000000004,1.5999999999999996,0.5,3.8000000000000007,0.43000000000000016,2.3333333333333357,44.666666666666686,-90.99999999999997,135.66666666666669,0.0,-5.999999999999998,-139.66666666666666,-123.33333333333334,-16.333333333333343,0.6666666666666665,17
0,13,931,-4,0.9000000000000004,-13,58,41,18,1033,0,-9,1.5,47,-5,-102,7,-0.20000000000000018,15,1,12.400000000000002,-4.700000000000001,0.5999999999999996,8.400000000000002,1.0,5.333333333333336,52.0,-46.0,98.0,-0.33333333333333337,-4.0,-119.33333333333334,-128.66666666666666,9.333333333333329,1.666666666666667,5
0,14,1057,89,0.5999999999999996,7,53,116,171,1380,0,1,0.5,60,-98,-323,-12,0.20000000000000018,-11,18,3.3999999999999986,4.199999999999999,0.7999999999999998,7.300000000000001,0.26000000000000023,7.999999999999998,155.33333333333334,-17.666666666666686,173.0,-0.3333333333333333,3.666666666666668,30.0,46.66666666666666,-16.666666666666657,0.0,6
0,15,238,31,0.09999999999999964,-9,53,77,79,436,0,-7,0.0,36,-44,-198,4,0.0,16,17,7.399999999999999,-4.5,0.7000000000000002,4.100000000000001,0.6700000000000002,-0.33333333333333215,-43.333333333333314,-147.66666666666663,104.33333333333333,-1.0,1.6666666666666643,-5.0,-36.33333333333334,31.33333333333333,-2.3333333333333335,14
0,16,-558,-12,-0.40000000000000036,0,0,29,54,-161,0,1,-0.7999999999999998,4,-70,-397,-2,-0.20000000000000018,-10,8,-5.699999999999996,0.6999999999999993,0.40000000000000036,-0.3999999999999986,-0.17999999999999972,3.0,52.0,26.666666666666657,25.333333333333343,0.3333333333333333,8.333333333333334,115.66666666666666,37.0,78.66666666666666,-0.33333333333333337,-3
0,17,959,91,0.5,-8,53,117,143,1111,0,-8,0.5,56,-49,-152,-1,0.09999999999999964,3,3,9.100000000000001,-4.9,0.7000000000000002,6.100000000000001,0.6000000000000001,2.6666666666666643,-6.0,-57.0,51.0,0.33333333333333326,-3.6666666666666643,-81.66666666666663,-88.0,6.333333333333343,0.0,34
0,18,-95,14,-0.09999999999999964,-13,12,54,70,398,0,-9,-0.09999999999999964,31,-65,-493,-11,-0.40000000000000036,-23,8,5.899999999999999,-4.4,0.9000000000000004,3.700000000000003,0.3900000000000001,6.0,85.33333333333337,-28.333333333333343,113.66666666666666,0.0,-7.666666666666668,-140.33333333333337,-98.00000000000003,-42.33333333333333,1.6666666666666667,7
0,19,358,44,0.09999999999999964,0,24,83,129,781,0,2,0.0,33,-83,-423,-2,-0.10000000000000053,-9,12,2.3999999999999986,-0.10000000000000142,0.09999999999999964,1.7000000000000028,0.3600000000000001,1.3333333333333321,13.666666666666686,32.66666666666666,-19.0,-1.0,-5.333333333333334,-53.0,-78.0,25.000000000000007,0.6666666666666667,12
0,20,310,27,0.20000000000000018,3,35,58,48,368,0,-1,0.10000000000000053,29,-23,-58,-1,0.09999999999999964,3,2,4.300000000000004,1.5999999999999996,0.5,3.8000000000000007,0.43000000000000016,0.3333333333333339,-34.0,-49.33333333333333,15.333333333333329,-0.3333333333333333,-3.666666666666666,-21.666666666666657,-13.333333333333329,-8.333333333333329,1.0,6
0,21,-558,-12,-0.40000000000000036,0,0,29,54,-161,0,1,-0.7999999999999998,4,-70,-397,-2,-0.20000000000000018,-10,8,-5.699999999999996,0.6999999999999993,0.40000000000000036,-0.3999999999999986,-0.17999999999999972,-5.666666666666666,-63.66666666666666,-127.0,63.33333333333334,0.0,-4.666666666666666,-33.66666666666666,-5.666666666666657,-28.0,0.0,32
0,22,1128,60,0.7999999999999998,1,64,85,96,1295,0,1,1.2999999999999998,53,-22,-167,3,-0.20000000000000018,4,34,12.600000000000001,0.1999999999999993,0.5,7.200000000000003,0.8500000000000001,6.0,172.99999999999997,7.0,166.0,-0.3333333333333333,5.666666666666666,114.66666666666666,107.66666666666666,7.0,3.3333333333333335,18
0,1,-485,4,-0.39999999999999947,-9,-24,55,24,88,0,-7,-0.20000000000000018,17,-29,-573,-10,-0.9000000000000004,-30,12,1.8999999999999986,-2.799999999999999,0.5,-0.3999999999999986,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
0,3,42,16,0.0,-2,-4,44,41,7,0,-3,-0.40000000000000036,23,-22,35,-5,0.2999999999999998,-6,11,2.3999999999999986,0.20000000000000107,0.1999999999999993,0.8999999999999986,0.10999999999999988,-3.5,-6.0,9.5,-15.5,1.5,4.5,64.0,63.5,0.5,0.5,27
0,4,-32,34,-0.20000000000000018,4,-12,84,83,471,0,4,-0.10000000000000053,19,-47,-503,-1,-0.6000000000000005,-16,16,-1.6000000000000014,1.5,-0.3000000000000007,-2.3999999999999986,-0.08000000000000007,-0.33333333333333215,-62.0,17.0,-79.0,0.6666666666666666,-2.3333333333333357,-17.66666666666663,16.666666666666686,-34.33333333333334,-1.0,2
0,5,695,8,0.6000000000000005,-5,30,113,84,1125,0,-6,1.0999999999999996,58,-71,-430,0,-0.2999999999999998,-7,18,5.300000000000001,-0.5,0.7999999999999998,7.100000000000001,0.32999999999999985,-0.3333333333333357,46.0,17.333333333333343,28.66666666666667,1.3333333333333335,7.333333333333334,177.33333333333334,213.33333333333331,-36.0,1.3333333333333333,6
0,7,-50,58,-0.2999999999999998,-1,-11,55,18,-219,0,-5,-0.6000000000000005,-1,38,169,-1,0.09999999999999964,13,20,-0.19999999999999574,-1.0999999999999996,0.2999999999999998,-0.3000000000000007,-0.1399999999999999,-3.0,-84.66666666666669,-52.0,-32.66666666666667,1.6666666666666667,-4.333333333333334,-16.0,5.333333333333343,-21.333333333333336,0.0,-2
0,8,-80,17,-0.09999999999999964,7,-1,59,2,58,0,1,0.0,15,13,-138,0,-0.40000000000000036,-4,6,0.30000000000000426,3.200000000000001,0.09999999999999964,-0.3000000000000007,-0.010000000000000009,-2.0,2.333333333333343,11.666666666666671,-9.333333333333329,0.0,-1.0,0.0,22.666666666666657,-22.66666666666667,-0.3333333333333335,-10
0,9,-283,-42,0.0,-2,-18,56,38,144,0,-4,-0.10000000000000053,16,-72,-427,-8,-0.2999999999999998,-19,11,-1.7999999999999972,-0.5,0.2999999999999998,1.3999999999999986,-0.09999999999999987,-6.666666666666668,-65.66666666666666,-0.6666666666666572,-64.99999999999999,-1.0,-3.333333333333332,-54.666666666666686,5.0,-59.66666666666667,-0.6666666666666666,8
0,10,-164,17,-0.20000000000000018,-5,14,22,-11,-90,0,-5,-0.10000000000000053,10,25,-74,-1,-0.40000000000000036,5,3,4.800000000000004,-1.5,0.39999999999999947,0.6999999999999993,0.07999999999999985,2.0,35.0,30.333333333333343,4.666666666666671,-0.3333333333333335,-0.6666666666666679,-53.333333333333314,-11.333333333333314,-42.000000000000014,0.6666666666666666,5
0,11,-33,-1,0.0,8,-6,39,35,120,0,5,-0.20000000000000018,19,-34,-153,4,0.0,1,13,-6.100000000000001,4.500000000000001,-0.40000000000000036,-1.7999999999999972,-0.07000000000000006,2.666666666666668,-4.0,26.333333333333343,-30.333333333333343,0.33333333333333326,-3.666666666666668,-24.333333333333314,38.33333333333334,-62.66666666666666,1.0,10
0,12,153,60,-0.09999999999999964,-6,21,16,-11,-57,0,-11,-0.10000000000000053,12,58,210,6,0.0,16,39,2.8999999999999986,-3.3999999999999986,0.2999999999999998,0.6999999999999993,0.030000000000000027,10.333333333333332,120.33333333333331,99.33333333333334,21.0,2.3333333333333335,-6.333333333333334,-126.66666666666666,-24.666666666666657,-102.0,0.6666666666666667,3
0,13,-383,35,-0.5,5,-41,79,100,373,0,0,-0.6000000000000005,10,-75,-756,-5,-0.9000000000000004,-37,19,-6.899999999999999,2.700000000000001,-0.10000000000000053,-4.0,-0.5800000000000003,10.333333333333334,156.00000000000003,96.33333333333334,59.66666666666667,1.3333333333333335,2.333333333333332,114.33333333333331,106.66666666666666,7.666666666666664,1.0,1
0,14,206,5,0.20000000000000018,6,8,86,57,537,0,3,0.2999999999999998,25,-53,-331,3,-0.20000000000000018,-1,7,-0.7999999999999972,3.1000000000000014,0.2999999999999998,2.5,0.04999999999999982,9.333333333333334,155.66666666666669,119.66666666666666,35.99999999999999,-0.6666666666666667,8.000000000000002,170.33333333333334,135.66666666666669,34.666666666666664,1.0,21
0,15,153,60,-0.09999999999999964,-6,21,16,-11,-57,0,-11,-0.10000000000000053,12,58,210,6,0.0,16,39,2.8999999999999986,-3.3999999999999986,0.2999999999999998,0.6999999999999993,0.030000000000000027,4.333333333333332,99.0,71.33333333333334,27.666666666666657,0.0,0.33333333333333215,-3.0,16.66666666666663,-19.666666666666657,1.0,18
0,16,-649,-52,-0.2999999999999998,3,-52,36,21,25,0,0,-0.20000000000000018,6,-69,-674,-10,-0.7999999999999998,-39,8,-3.299999999999997,0.9000000000000004,-0.40000000000000036,-3.8999999999999986,-0.29000000000000026,6.0,53.0,67.33333333333334,-14.333333333333329,-0.6666666666666666,2.333333333333332,67.66666666666663,42.66666666666666,24.999999999999986,0.33333333333333326,3
0,17,-32,34,-0.20000000000000018,4,-12,84,83,471,0,4,-0.10000000000000053,19,-47,-503,-1,-0.6000000000000005,-16,16,-1.6000000000000014,1.5,-0.3000000000000007,-2.3999999999999986,-0.08000000000000007,1.3333333333333321,-3.6666666666666856,35.33333333333334,-39.000000000000014,-0.3333333333333333,3.0,115.33333333333331,91.33333333333331,24.0,0.33333333333333326,2
0,18,-50,58,-0.2999999999999998,-1,-11,55,18,-219,0,-5,-0.6000000000000005,-1,38,169,-1,0.09999999999999964,13,20,-0.19999999999999574,-1.0999999999999996,0.2999999999999998,-0.3000000000000007,-0.1399999999999999,-3.666666666666668,-122.33333333333331,-95.0,-27.33333333333333,0.3333333333333333,-6.666666666666664,-166.66666666666669,-148.33333333333334,-18.33333333333333,0.0,-22
