,Week,LastYrTotalYds,LastYrTotalPlays,LastYrY/P,LastYrTO,LastYr1stDs,LastYrPCmp,LastYrPAtt,LastYrPYDs,LastYrPTD,LastYrPInt,LastYrPNY/A,LastYrPFD,LastYrRAtt,LastYrRYDs,LastYrRTDs,LastYrRY/A,LastYrR1stD,LastYrPen,LastYrSc%,LastYrTO%,LastYrAvgPly,LastYrAvgDrYds,LastYrAvgDrPts,LastYrOppTotalYds,LastYrOppTotalPlays,LastYrOppY/P,LastYrOppTO,LastYrOpp1stDs,LastYrOppPCmp,LastYrOppPAtt,LastYrOppPYDs,LastYrOppPTD,LastYrOppPInt,LastYrOppPNY/A,LastYrOppPFD,LastYrOppRAtt,LastYrOppRYDs,LastYrOppRTDs,LastYrOppRY/A,LastYrOppR1stD,LastYrOppPen,LastYrOppSc%,LastYrOppTO%,LastYrOppAvgPly,LastYrOppAvgDrYds,LastYrOppAvgDrPts,MA3Off1stD,MA3OffTotYds,MA3OffPYDS,MA3OffRYDS,MA3OffTOs,MA3Def1stD,MA3DefTotYds,MA3DefPYDS,MA3DefRYDS,MA3DefTOs,OppMA3Off1stD,OppMA3OffTotYds,OppMA3OffPYDS,OppMA3OffRYDS,OppMA3OffTOs,OppMA3Def1stD,OppMA3DefTotYds,OppMA3DefPYDS,OppMA3DefRYDS,OppMA3DefTOs,score_diff
0,10,5607,1039,5.4,22,331,395,628,4169,24,16,6.2,204,368,1438,14,3.9,90,118,37.1,10.8,5.8,30.1,1.93,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,13.666666666666666,279.0,71.0,208.0,1.0,18.666666666666668,317.3333333333333,255.66666666666666,61.666666666666664,1.6666666666666667,13.0,218.33333333333334,149.66666666666666,68.66666666666667,0.6666666666666666,11.333333333333334,188.33333333333334,73.0,115.33333333333333,0.6666666666666666,7
0,11,5607,1039,5.4,22,331,395,628,4169,24,16,6.2,204,368,1438,14,3.9,90,118,37.1,10.8,5.8,30.1,1.93,5579,1037,5.4,26,337,379,603,3724,31,18,5.8,194,395,1855,13,4.7,120,88,36.6,14.0,6.1,32.1,2.12,13.0,296.6666666666667,113.66666666666667,183.0,1.0,19.0,324.3333333333333,262.6666666666667,61.666666666666664,1.0,20.0,400.6666666666667,227.0,173.66666666666666,2.0,21.0,348.0,205.0,143.0,1.6666666666666667,10
0,14,5607,1039,5.4,22,331,395,628,4169,24,16,6.2,204,368,1438,14,3.9,90,118,37.1,10.8,5.8,30.1,1.93,6002,1068,5.6,9,351,377,543,3875,24,7,6.7,198,493,2127,22,4.3,124,104,45.3,5.2,6.4,34.9,2.43,15.666666666666666,320.3333333333333,241.0,79.33333333333333,0.3333333333333333,20.666666666666668,366.0,289.0,77.0,0.0,10.666666666666666,199.33333333333334,155.0,44.333333333333336,0.6666666666666666,18.333333333333332,284.0,196.66666666666666,87.33333333333333,0.6666666666666666,-14
0,15,5607,1039,5.4,22,331,395,628,4169,24,16,6.2,204,368,1438,14,3.9,90,118,37.1,10.8,5.8,30.1,1.93,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,16.0,305.6666666666667,210.0,95.66666666666667,1.3333333333333333,23.0,418.3333333333333,340.0,78.33333333333333,0.0,22.666666666666668,376.3333333333333,303.3333333333333,73.0,0.3333333333333333,18.333333333333332,329.6666666666667,187.33333333333334,142.33333333333334,1.3333333333333333,-3
0,16,5607,1039,5.4,22,331,395,628,4169,24,16,6.2,204,368,1438,14,3.9,90,118,37.1,10.8,5.8,30.1,1.93,6535,1101,5.9,25,382,363,546,4117,27,17,7.1,218,523,2418,25,4.6,135,89,42.9,12.2,6.0,34.4,2.41,16.666666666666668,285.6666666666667,168.66666666666666,117.0,1.6666666666666667,23.666666666666668,415.3333333333333,348.3333333333333,67.0,0.6666666666666666,16.666666666666668,276.3333333333333,179.66666666666666,96.66666666666667,2.3333333333333335,22.666666666666668,403.3333333333333,240.0,163.33333333333334,2.3333333333333335,-5
0,17,5607,1039,5.4,22,331,395,628,4169,24,16,6.2,204,368,1438,14,3.9,90,118,37.1,10.8,5.8,30.1,1.93,5967,1082,5.5,34,327,364,612,4049,24,26,6.2,191,429,1918,13,4.5,99,121,32.5,16.7,5.5,29.3,1.70,18.333333333333332,306.6666666666667,157.33333333333334,149.33333333333334,2.6666666666666665,20.0,359.3333333333333,291.3333333333333,68.0,1.0,23.333333333333332,406.6666666666667,274.6666666666667,132.0,2.0,22.333333333333332,424.0,293.0,131.0,3.0,-14
0,18,5607,1039,5.4,22,331,395,628,4169,24,16,6.2,204,368,1438,14,3.9,90,118,37.1,10.8,5.8,30.1,1.93,6002,1068,5.6,9,351,377,543,3875,24,7,6.7,198,493,2127,22,4.3,124,104,45.3,5.2,6.4,34.9,2.43,16.666666666666668,291.0,155.0,136.0,2.0,21.333333333333332,337.0,260.0,77.0,2.0,21.666666666666668,401.6666666666667,232.33333333333334,169.33333333333334,2.0,15.666666666666666,300.3333333333333,199.0,101.33333333333333,1.6666666666666667,-4
0,1,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5
0,2,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,6272,1060,5.9,29,363,401,610,4273,27,15,6.7,209,419,1999,15,4.8,121,116,37.3,16.0,6.4,37.0,2.14,18,355,279,76,0.0,18,320,256,64,3,33,488,360,128,1,18,282,179,103,0.0,-3
0,3,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,6002,1068,5.6,9,351,377,543,3875,24,7,6.7,198,493,2127,22,4.3,124,104,45.3,5.2,6.4,34.9,2.43,19.5,378.0,302.5,75.5,0.5,16.5,319.5,241.0,78.5,1.5,22.5,357.0,247.5,109.5,0.5,17.5,304.0,234.5,69.5,3.0,-28
0,4,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,6535,1101,5.9,25,382,363,546,4117,27,17,7.1,218,523,2418,25,4.6,135,89,42.9,12.2,6.0,34.4,2.41,18.333333333333332,356.0,297.0,59.0,1.0,19.333333333333332,350.6666666666667,248.0,102.66666666666667,1.0,17.333333333333332,287.3333333333333,204.33333333333334,83.0,1.0,23.333333333333332,410.0,207.66666666666666,202.33333333333334,1.6666666666666667,10
0,6,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,21.333333333333332,398.6666666666667,283.6666666666667,115.0,1.0,22.666666666666668,400.6666666666667,235.66666666666666,165.0,1.0,14.666666666666666,311.6666666666667,208.0,103.66666666666667,1.0,19.0,319.3333333333333,184.0,135.33333333333334,1.6666666666666667,3
0,7,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,6445,1201,5.4,18,400,443,658,4513,24,11,6.5,240,509,1932,16,3.8,124,96,35.4,8.5,6.5,34.1,1.91,24.0,393.6666666666667,263.0,130.66666666666666,0.6666666666666666,18.666666666666668,349.0,201.66666666666666,147.33333333333334,1.3333333333333333,20.333333333333332,415.6666666666667,241.66666666666666,174.0,1.0,22.666666666666668,424.3333333333333,249.66666666666666,174.66666666666666,2.0,-14
0,9,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,6194,1114,5.6,20,383,391,577,3952,31,12,6.6,214,519,2242,19,4.3,143,118,44.7,11.2,6.7,36.3,2.52,15.0,208.66666666666666,166.66666666666666,42.0,1.0,12.333333333333334,220.66666666666666,117.0,103.66666666666667,1.0,17.333333333333332,303.0,155.66666666666666,147.33333333333334,0.6666666666666666,24.333333333333332,453.6666666666667,354.6666666666667,99.0,1.3333333333333333,3
0,11,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,6272,1060,5.9,29,363,401,610,4273,27,15,6.7,209,419,1999,15,4.8,121,116,37.3,16.0,6.4,37.0,2.14,10.333333333333334,191.33333333333334,144.0,47.333333333333336,1.0,13.666666666666666,234.0,114.66666666666667,119.33333333333333,1.0,18.333333333333332,328.3333333333333,251.0,77.33333333333333,1.3333333333333333,8.666666666666666,181.33333333333334,99.0,82.33333333333333,0.0,-3
0,12,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,5597,1028,5.4,27,336,367,561,3645,30,13,6.1,192,426,1952,10,4.6,109,100,35.6,15.3,6.0,31.5,1.97,17.666666666666668,313.0,227.33333333333334,85.66666666666667,1.6666666666666667,21.333333333333332,395.6666666666667,222.0,173.66666666666666,1.3333333333333333,17.333333333333332,291.3333333333333,202.33333333333334,89.0,1.0,22.0,354.6666666666667,227.0,127.66666666666667,1.0,1
0,13,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,18.666666666666668,304.6666666666667,227.66666666666666,77.0,1.0,21.666666666666668,412.6666666666667,245.66666666666666,167.0,1.3333333333333333,21.666666666666668,430.6666666666667,274.3333333333333,156.33333333333334,0.6666666666666666,20.333333333333332,369.0,247.0,122.0,1.0,-7
0,17,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,5863,1118,5.2,25,347,416,625,4109,17,19,6.1,214,443,1754,18,4.0,111,88,35.9,13.3,6.4,32.4,1.85,21.333333333333332,370.3333333333333,284.6666666666667,85.66666666666667,1.3333333333333333,13.666666666666666,225.33333333333334,129.33333333333334,96.0,1.3333333333333333,19.666666666666668,275.3333333333333,175.0,100.33333333333333,0.6666666666666666,20.666666666666668,323.3333333333333,187.66666666666666,135.66666666666666,2.6666666666666665,21
0,18,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,20.666666666666668,370.0,247.66666666666666,122.33333333333333,1.3333333333333333,13.0,244.66666666666666,124.0,120.66666666666667,1.6666666666666667,20.666666666666668,318.0,188.33333333333334,129.66666666666666,2.6666666666666665,20.333333333333332,334.0,241.66666666666666,92.33333333333333,1.6666666666666667,-3
0,19,6122,1103,5.6,21,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,45.3,11.2,6.4,34.2,2.45,6002,1068,5.6,9,351,377,543,3875,24,7,6.7,198,493,2127,22,4.3,124,104,45.3,5.2,6.4,34.9,2.43,14.333333333333334,261.0,177.33333333333334,83.66666666666667,0.6666666666666666,11.333333333333334,249.33333333333334,125.66666666666667,123.66666666666667,1.0,11.0,186.33333333333334,123.66666666666667,62.666666666666664,1.0,10.666666666666666,196.33333333333334,119.33333333333333,77.0,1.0,-1
0,1,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,6445,1201,5.4,18,400,443,658,4513,24,11,6.5,240,509,1932,16,3.8,124,96,35.4,8.5,6.5,34.1,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,2,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,6535,1101,5.9,25,382,363,546,4117,27,17,7.1,218,523,2418,25,4.6,135,89,42.9,12.2,6.0,34.4,2.41,20,433,330,103,2,19,253,177,76,1,20,299,222,77,1,33,517,340,177,2,7
0,4,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,18.0,348.0,230.33333333333334,117.66666666666667,1.0,15.666666666666666,251.33333333333334,170.0,81.33333333333333,1.3333333333333333,20.666666666666668,346.6666666666667,266.6666666666667,80.0,1.6666666666666667,21.666666666666668,376.3333333333333,267.0,109.33333333333333,0.6666666666666666,-9
0,8,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,6002,1068,5.6,9,351,377,543,3875,24,7,6.7,198,493,2127,22,4.3,124,104,45.3,5.2,6.4,34.9,2.43,17.333333333333332,319.0,209.66666666666666,109.33333333333333,1.3333333333333333,17.666666666666668,287.6666666666667,176.33333333333334,111.33333333333333,1.0,24.666666666666668,417.6666666666667,244.0,173.66666666666666,1.3333333333333333,23.666666666666668,372.6666666666667,240.33333333333334,132.33333333333334,0.0,4
0,11,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,12.0,214.66666666666666,159.33333333333334,55.333333333333336,0.6666666666666666,12.666666666666666,204.0,119.33333333333333,84.66666666666667,1.0,15.666666666666666,271.0,208.33333333333334,62.666666666666664,0.6666666666666666,21.333333333333332,395.0,224.66666666666666,170.33333333333334,0.6666666666666666,-6
0,12,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,5201,1028,5.1,16,311,337,515,3266,26,9,5.9,170,474,1935,16,4.1,112,108,37.6,8.1,5.4,26.1,1.98,12.333333333333334,211.0,158.0,53.0,0.3333333333333333,11.333333333333334,238.0,180.66666666666666,57.333333333333336,0.3333333333333333,14.666666666666666,255.33333333333334,144.66666666666666,110.66666666666667,2.0,23.0,354.3333333333333,189.66666666666666,164.66666666666666,0.6666666666666666,-13
0,13,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,6178,1033,6.0,15,340,397,621,4742,31,9,7.2,232,378,1436,13,3.8,81,98,34.2,7.9,5.6,32.4,1.95,17.0,293.0,199.66666666666666,93.33333333333333,1.0,17.666666666666668,354.3333333333333,235.33333333333334,119.0,0.6666666666666666,14.333333333333334,241.0,148.66666666666666,92.33333333333333,1.0,10.333333333333334,179.0,154.33333333333334,24.666666666666668,1.3333333333333333,-1
0,14,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,6272,1060,5.9,29,363,401,610,4273,27,15,6.7,209,419,1999,15,4.8,121,116,37.3,16.0,6.4,37.0,2.14,15.0,279.3333333333333,178.33333333333334,101.0,0.6666666666666666,19.666666666666668,347.0,214.66666666666666,132.33333333333334,1.0,24.0,423.6666666666667,284.3333333333333,139.33333333333334,1.3333333333333333,20.333333333333332,331.3333333333333,203.66666666666666,127.66666666666667,1.3333333333333333,-6
0,15,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,5597,1028,5.4,27,336,367,561,3645,30,13,6.1,192,426,1952,10,4.6,109,100,35.6,15.3,6.0,31.5,1.97,14.333333333333334,279.3333333333333,174.33333333333334,105.0,1.3333333333333333,19.666666666666668,355.0,229.33333333333334,125.66666666666667,2.0,13.0,229.66666666666666,131.66666666666666,98.0,1.3333333333333333,13.333333333333334,213.0,157.0,56.0,0.3333333333333333,9
0,16,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,5863,1118,5.2,25,347,416,625,4109,17,19,6.1,214,443,1754,18,4.0,111,88,35.9,13.3,6.4,32.4,1.85,17.333333333333332,305.3333333333333,184.66666666666666,120.66666666666667,1.3333333333333333,17.666666666666668,318.6666666666667,230.33333333333334,88.33333333333333,2.6666666666666665,17.666666666666668,252.33333333333334,147.66666666666666,104.66666666666667,1.3333333333333333,23.0,361.6666666666667,230.66666666666666,131.0,2.0,-37
0,17,5544,1039,5.3,19,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,32.7,10.7,6.4,33.0,1.72,6272,1060,5.9,29,363,401,610,4273,27,15,6.7,209,419,1999,15,4.8,121,116,37.3,16.0,6.4,37.0,2.14,19.333333333333332,322.3333333333333,196.33333333333334,126.0,2.6666666666666665,19.666666666666668,353.0,246.33333333333334,106.66666666666667,2.0,22.333333333333332,410.0,291.6666666666667,118.33333333333333,1.6666666666666667,18.0,290.6666666666667,179.66666666666666,111.0,1.3333333333333333,-3
0,2,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,5597,1028,5.4,27,336,367,561,3645,30,13,6.1,192,426,1952,10,4.6,109,100,35.6,15.3,6.0,31.5,1.97,18,320,256,64,3,18,355,279,76,0.0,18,282,179,103,0.0,33,488,360,128,1,-6
0,5,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,6272,1060,5.9,29,363,401,610,4273,27,15,6.7,209,419,1999,15,4.8,121,116,37.3,16.0,6.4,37.0,2.14,23.0,368.3333333333333,239.0,129.33333333333334,0.6666666666666666,19.666666666666668,357.6666666666667,245.33333333333334,112.33333333333333,1.0,20.666666666666668,350.3333333333333,237.0,113.33333333333333,1.0,22.333333333333332,345.3333333333333,292.0,53.333333333333336,1.3333333333333333,-1
0,7,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,6535,1101,5.9,25,382,363,546,4117,27,17,7.1,218,523,2418,25,4.6,135,89,42.9,12.2,6.0,34.4,2.41,14.333333333333334,254.33333333333334,132.0,122.33333333333333,0.0,13.666666666666666,222.33333333333334,159.66666666666666,62.666666666666664,0.3333333333333333,10.333333333333334,198.0,115.66666666666667,82.33333333333333,0.6666666666666666,14.666666666666666,280.3333333333333,208.0,72.33333333333333,1.0,18
0,8,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,5410,1064,5.1,25,304,369,592,3821,20,18,6.0,185,426,1589,12,3.7,84,89,32.3,12.8,5.7,27.8,1.63,14.333333333333334,259.3333333333333,153.0,106.33333333333333,0.0,16.666666666666668,257.3333333333333,187.0,70.33333333333333,0.3333333333333333,24.333333333333332,443.6666666666667,261.0,182.66666666666666,1.6666666666666667,19.0,356.6666666666667,235.66666666666666,121.0,0.6666666666666666,-24
0,9,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,6002,1068,5.6,9,351,377,543,3875,24,7,6.7,198,493,2127,22,4.3,124,104,45.3,5.2,6.4,34.9,2.43,12.666666666666666,194.33333333333334,127.0,67.33333333333333,0.3333333333333333,14.333333333333334,257.0,175.66666666666666,81.33333333333333,0.3333333333333333,25.333333333333332,378.6666666666667,186.66666666666666,192.0,1.3333333333333333,24.666666666666668,400.3333333333333,273.0,127.33333333333333,0.3333333333333333,-7
0,12,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,6445,1201,5.4,18,400,443,658,4513,24,11,6.5,240,509,1932,16,3.8,124,96,35.4,8.5,6.5,34.1,1.91,18.0,345.6666666666667,259.3333333333333,86.33333333333333,0.3333333333333333,20.333333333333332,379.3333333333333,223.0,156.33333333333334,0.6666666666666666,15.333333333333334,234.66666666666666,169.0,65.66666666666667,0.6666666666666666,13.666666666666666,227.0,132.66666666666666,94.33333333333333,1.0,6
0,14,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,5863,1118,5.2,25,347,416,625,4109,17,19,6.1,214,443,1754,18,4.0,111,88,35.9,13.3,6.4,32.4,1.85,22.666666666666668,462.3333333333333,280.3333333333333,182.0,1.3333333333333333,21.0,359.3333333333333,282.3333333333333,77.0,1.0,16.666666666666668,284.3333333333333,139.33333333333334,145.0,1.3333333333333333,24.333333333333332,399.3333333333333,301.0,98.33333333333333,1.3333333333333333,-1
0,18,5732,1103,5.2,15,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,41.6,7.3,6.4,32.1,2.30,6272,1060,5.9,29,363,401,610,4273,27,15,6.7,209,419,1999,15,4.8,121,116,37.3,16.0,6.4,37.0,2.14,20.0,336.3333333333333,239.66666666666666,96.66666666666667,2.0,21.666666666666668,374.0,213.33333333333334,160.66666666666666,1.0,23.0,391.0,287.0,104.0,1.3333333333333333,19.333333333333332,286.3333333333333,171.66666666666666,114.66666666666667,1.3333333333333333,-18
0,1,6108,1065,5.7,19,346,400,597,4333,34,11,6.8,220,430,1775,14,4.1,101,96,42.4,10.7,6.2,34.4,2.36,6002,1068,5.6,9,351,377,543,3875,24,7,6.7,198,493,2127,22,4.3,124,104,45.3,5.2,6.4,34.9,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6
0,2,6108,1065,5.7,19,346,400,597,4333,34,11,6.8,220,430,1775,14,4.1,101,96,42.4,10.7,6.2,34.4,2.36,6456,1092,5.9,19,372,359,544,4160,31,11,7.2,211,518,2296,19,4.4,135,87,47.8,10.6,6.3,35.7,2.54,26,390,305,85,3,24,383,260,123,1,23,386,205,181,1,27,455,239,216,0.0,-9
0,4,6108,1065,5.7,19,346,400,597,4333,34,11,6.8,220,430,1775,14,4.1,101,96,42.4,10.7,6.2,34.4,2.36,5967,1082,5.5,34,327,364,612,4049,24,26,6.2,191,429,1918,13,4.5,99,121,32.5,16.7,5.5,29.3,1.70,22.333333333333332,342.0,255.33333333333334,86.66666666666667,1.6666666666666667,20.666666666666668,402.6666666666667,274.0,128.66666666666666,0.3333333333333333,18.0,324.0,206.0,118.0,0.6666666666666666,19.666666666666668,312.3333333333333,176.33333333333334,136.0,0.6666666666666666,-15
0,7,6108,1065,5.7,19,346,400,597,4333,34,11,6.8,220,430,1775,14,4.1,101,96,42.4,10.7,6.2,34.4,2.36,5579,1037,5.4,26,337,379,603,3724,31,18,5.8,194,395,1855,13,4.7,120,88,36.6,14.0,6.1,32.1,2.12,16.0,298.6666666666667,194.33333333333334,104.33333333333333,1.0,16.666666666666668,303.6666666666667,169.0,134.66666666666666,0.6666666666666666,20.333333333333332,340.6666666666667,223.0,117.66666666666667,1.0,18.333333333333332,295.6666666666667,138.66666666666666,157.0,0.3333333333333333,2
0,11,6108,1065,5.7,19,346,400,597,4333,34,11,6.8,220,430,1775,14,4.1,101,96,42.4,10.7,6.2,34.4,2.36,6535,1101,5.9,25,382,363,546,4117,27,17,7.1,218,523,2418,25,4.6,135,89,42.9,12.2,6.0,34.4,2.41,21.0,318.3333333333333,190.0,128.33333333333334,1.3333333333333333,16.666666666666668,296.3333333333333,201.33333333333334,95.0,2.3333333333333335,17.333333333333332,283.6666666666667,179.66666666666666,104.0,1.6666666666666667,19.666666666666668,360.3333333333333,144.33333333333334,216.0,1.0,13
0,12,6108,1065,5.7,19,346,400,597,4333,34,11,6.8,220,430,1775,14,4.1,101,96,42.4,10.7,6.2,34.4,2.36,6194,1114,5.6,20,383,391,577,3952,31,12,6.6,214,519,2242,19,4.3,143,118,44.7,11.2,6.7,36.3,2.52,21.0,312.3333333333333,165.0,147.33333333333334,1.0,15.333333333333334,237.66666666666666,180.66666666666666,57.0,2.3333333333333335,19.0,295.3333333333333,132.66666666666666,162.66666666666666,1.6666666666666667,19.0,319.0,158.0,161.0,1.0,6
0,18,6108,1065,5.7,19,346,400,597,4333,34,11,6.8,220,430,1775,14,4.1,101,96,42.4,10.7,6.2,34.4,2.36,5967,1082,5.5,34,327,364,612,4049,24,26,6.2,191,429,1918,13,4.5,99,121,32.5,16.7,5.5,29.3,1.70,19.333333333333332,332.0,207.33333333333334,124.66666666666667,2.3333333333333335,16.333333333333332,320.0,177.66666666666666,142.33333333333334,0.3333333333333333,25.0,392.3333333333333,273.6666666666667,118.66666666666667,2.0,22.666666666666668,420.6666666666667,295.3333333333333,125.33333333333333,3.0,20
0,1,5967,1082,5.5,34,327,364,612,4049,24,26,6.2,191,429,1918,13,4.5,99,121,32.5,16.7,5.5,29.3,1.70,5635,1093,5.2,29,344,445,680,4062,26,17,5.6,214,366,1573,11,4.3,94,79,33.5,14.7,5.9,29.4,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16
0,5,5967,1082,5.5,34,327,364,612,4049,24,26,6.2,191,429,1918,13,4.5,99,121,32.5,16.7,5.5,29.3,1.70,5863,1118,5.2,25,347,416,625,4109,17,19,6.1,214,443,1754,18,4.0,111,88,35.9,13.3,6.4,32.4,1.85,19.0,335.6666666666667,220.66666666666666,115.0,0.3333333333333333,19.333333333333332,295.6666666666667,163.0,132.66666666666666,1.0,20.0,311.0,237.0,74.0,2.0,17.666666666666668,317.6666666666667,235.0,82.66666666666667,1.0,12
0,7,5967,1082,5.5,34,327,364,612,4049,24,26,6.2,191,429,1918,13,4.5,99,121,32.5,16.7,5.5,29.3,1.70,6456,1092,5.9,19,372,359,544,4160,31,11,7.2,211,518,2296,19,4.4,135,87,47.8,10.6,6.3,35.7,2.54,15.333333333333334,277.6666666666667,158.0,119.66666666666667,1.0,17.666666666666668,296.0,190.66666666666666,105.33333333333333,1.6666666666666667,14.666666666666666,277.3333333333333,195.33333333333334,82.0,1.3333333333333333,16.333333333333332,306.3333333333333,169.33333333333334,137.0,0.6666666666666666,18
0,10,5967,1082,5.5,34,327,364,612,4049,24,26,6.2,191,429,1918,13,4.5,99,121,32.5,16.7,5.5,29.3,1.70,5579,1037,5.4,26,337,379,603,3724,31,18,5.8,194,395,1855,13,4.7,120,88,36.6,14.0,6.1,32.1,2.12,15.0,257.3333333333333,144.33333333333334,113.0,0.6666666666666666,13.333333333333334,227.66666666666666,108.66666666666667,119.0,2.0,18.666666666666668,339.6666666666667,222.33333333333334,117.33333333333333,1.6666666666666667,20.333333333333332,329.0,183.66666666666666,145.33333333333334,1.3333333333333333,-3
0,14,5967,1082,5.5,34,327,364,612,4049,24,26,6.2,191,429,1918,13,4.5,99,121,32.5,16.7,5.5,29.3,1.70,6535,1101,5.9,25,382,363,546,4117,27,17,7.1,218,523,2418,25,4.6,135,89,42.9,12.2,6.0,34.4,2.41,24.0,424.3333333333333,244.33333333333334,180.0,1.0,18.333333333333332,264.0,174.33333333333334,89.66666666666667,2.0,13.666666666666666,213.66666666666666,167.33333333333334,46.333333333333336,3.0,19.666666666666668,329.0,198.0,131.0,1.0,4
