week,team,opponent_team,avg_completions,avg_attempts,avg_passing_yards,avg_passing_tds,avg_passing_interceptions,avg_sacks_suffered,avg_sack_yards_lost,avg_sack_fumbles,avg_sack_fumbles_lost,avg_passing_air_yards,avg_passing_yards_after_catch,avg_passing_first_downs,avg_passing_epa,avg_passing_cpoe,avg_passing_2pt_conversions,avg_carries,avg_rushing_yards,avg_rushing_tds,avg_rushing_fumbles,avg_rushing_fumbles_lost,avg_rushing_first_downs,avg_rushing_epa,avg_rushing_2pt_conversions,avg_receptions,avg_targets,avg_receiving_yards,avg_receiving_tds,avg_receiving_fumbles,avg_receiving_fumbles_lost,avg_receiving_air_yards,avg_receiving_yards_after_catch,avg_receiving_first_downs,avg_receiving_epa,avg_receiving_2pt_conversions,avg_special_teams_tds,avg_def_tackles_solo,avg_def_tackles_with_assist,avg_def_tackle_assists,avg_def_tackles_for_loss,avg_def_tackles_for_loss_yards,avg_def_fumbles_forced,avg_def_sacks,avg_def_sack_yards,avg_def_qb_hits,avg_def_interceptions,avg_def_interception_yards,avg_def_pass_defended,avg_def_tds,avg_def_fumbles,avg_def_safeties,avg_misc_yards,avg_fumble_recovery_own,avg_fumble_recovery_yards_own,avg_fumble_recovery_opp,avg_fumble_recovery_yards_opp,avg_fumble_recovery_tds,avg_penalties,avg_penalty_yards,avg_timeouts,avg_punt_returns,avg_punt_return_yards,avg_kickoff_returns,avg_kickoff_return_yards,avg_fg_made,avg_fg_att,avg_fg_missed,avg_fg_blocked,avg_fg_long,avg_fg_pct,avg_fg_made_distance,avg_fg_missed_distance,avg_fg_blocked_distance,avg_pat_made,avg_pat_att,avg_pat_missed,avg_pat_blocked,avg_pat_pct,pst_completions,pst_attempts,pst_passing_yards,pst_passing_tds,pst_passing_interceptions,pst_sacks_suffered,pst_sack_yards_lost,pst_sack_fumbles,pst_sack_fumbles_lost,pst_passing_air_yards,pst_passing_yards_after_catch,pst_passing_first_downs,pst_passing_epa,pst_passing_cpoe,pst_passing_2pt_conversions,pst_carries,pst_rushing_yards,pst_rushing_tds,pst_rushing_fumbles,pst_rushing_fumbles_lost,pst_rushing_first_downs,pst_rushing_epa,pst_rushing_2pt_conversions,pst_receptions,pst_targets,pst_receiving_yards,pst_receiving_tds,pst_receiving_fumbles,pst_receiving_fumbles_lost,pst_receiving_air_yards,pst_receiving_yards_after_catch,pst_receiving_first_downs,pst_receiving_epa,pst_receiving_2pt_conversions,pst_special_teams_tds,pst_def_tackles_solo,pst_def_tackles_with_assist,pst_def_tackle_assists,pst_def_tackles_for_loss,pst_def_tackles_for_loss_yards,pst_def_fumbles_forced,pst_def_sacks,pst_def_sack_yards,pst_def_qb_hits,pst_def_interceptions,pst_def_interception_yards,pst_def_pass_defended,pst_def_tds,pst_def_fumbles,pst_def_safeties,pst_misc_yards,pst_fumble_recovery_own,pst_fumble_recovery_yards_own,pst_fumble_recovery_opp,pst_fumble_recovery_yards_opp,pst_fumble_recovery_tds,pst_penalties,pst_penalty_yards,pst_timeouts,pst_punt_returns,pst_punt_return_yards,pst_kickoff_returns,pst_kickoff_return_yards,pst_fg_made,pst_fg_att,pst_fg_missed,pst_fg_blocked,pst_fg_long,pst_fg_pct,pst_fg_made_0_19,pst_fg_made_20_29,pst_fg_made_30_39,pst_fg_made_40_49,pst_fg_made_50_59,pst_fg_missed_0_19,pst_fg_missed_20_29,pst_fg_missed_30_39,pst_fg_missed_40_49,pst_fg_missed_50_59,pst_fg_made_distance,pst_fg_missed_distance,pst_fg_blocked_distance,pst_pat_made,pst_pat_att,pst_pat_missed,pst_pat_blocked,pst_pat_pct,pst_gwfg_made,pst_gwfg_att,score_diff
1,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,110,183,-7,1,-2,-29,-5,-4,151,385,5,-27.216125480000002,-0.41716570200000014,1,-104,-270,6,2,3,-3,18.6278794,2,89,104,183,-7,3,1,151,385,5,-47.23000762,1,0,53,53,11,-8,-43,4,-7,-13,-2,2,178,9,1,0,-1,0,3,6,0,0,1,26,111,15,-9,-47,-10,-216,3,2,-1,0,-1,0.04166666699999999,-1,-4,7,-1,2,0,0,-1,1,-1,201,-45,0,0,-1,-1,0,0.031746031999999924,0,0,-4
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-42,-319,1,-4,1,22,2,1,712,-494,10,54.49553605,4.033136522,2,76,508,1,-1,2,35,2.7780373879999996,0,-10,-27,-319,1,0,2,712,-494,10,30.680559,2,2,-85,27,89,-26,-96,-1,-14,-82,-22,0,-65,7,-1,-5,1,26,-10,-12,0,0,-1,-36,-268,2,-16,76,-3,-113,-1,2,2,1,0,-0.07799227799999997,0,7,-9,-4,5,0,0,-1,0,3,-76,131,63,3,3,-1,1,0.005357143000000009,1,2,-14
1,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52,-91,-440,-1,-6,0,136,-5,0,-344,-476,-8,95.92926531,2.9278265250000004,0,128,1244,7,-1,-2,80,105.31917961,1,-52,-93,-440,-1,4,2,-344,-472,-8,67.44010489,0,1,-54,-57,-59,-1,38,0,9,88,17,-2,-148,12,-1,-1,-1,0,-2,-1,0,0,-1,-6,34,0,-17,-148,5,146,8,12,1,3,2,-0.07501875499999999,0,6,4,-5,3,0,0,-1,0,1,202,86,166,7,8,1,0,-0.03125,1,2,-16
1,3,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,-53,251,20,0,-9,155,-2,-3,113,-243,20,161.83255999,5.3244597979999995,1,25,546,2,8,6,53,34.58553808,1,4,-37,251,20,-2,0,113,-243,20,116.06478349,1,1,-28,10,-90,12,35,0,-4,-6,-32,5,96,17,1,1,0,-20,3,7,6,6,0,1,-157,-4,8,36,5,242,-3,-6,-5,2,-4,0.06015693100000008,0,-1,1,1,-3,0,0,1,-2,-4,-125,-273,87,20,21,1,0,-0.005517241000000062,3,3,-6
1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,499,3565,15,17,35,-272,0,0,2609,2228,128,-96.29423893,-8.89802147,-2,407,1702,15,10,0,90,5.107389874000001,1,277,454,3565,15,4,0,2609,2228,128,-1.9284745699999988,-2,-2,737,54,346,100,425,10,49,312,113,10,254,55,3,13,-1,-25,29,35,7,7,3,140,1130,61,50,140,34,860,34,33,0,-1,54,1.0208494209999999,0,-5,25,17,-3,0,0,2,1,-3,1370,-58,-63,27,29,3,-1,0.932142857,0,-1,-14
1,5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-141,-186,-1292,-8,3,26,-121,3,0,-1052,-860,-77,-83.643504441,-4.1831852529999995,-1,102,901,6,5,-1,39,45.272110176000005,0,-141,-181,-1292,-8,-1,1,-1052,-860,-77,-59.353376565,-1,-1,23,14,-8,-5,-21,2,-14,-80,-44,-3,-150,-13,-2,-2,-1,3,8,14,2,2,0,-9,7,-19,-12,-118,-9,-209,0,-2,-2,0,-5,0.06385695999999996,0,-4,0,1,3,0,0,0,0,-2,42,-106,-7,-10,-7,4,-1,-0.10496794899999995,-1,-1,18
1,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,70,810,16,0,0,-14,1,0,-280,556,39,97.65158009999999,2.045130543,3,-133,-962,-5,-4,-2,-50,-44.994650410000006,-1,83,87,810,16,-1,-1,-280,554,39,102.00603911,3,-1,-20,-8,-8,-12,-80,3,-4,-48,36,2,76,-10,-1,2,0,0,-1,-2,2,2,-1,-21,-242,-4,2,42,-12,-347,0,-3,0,-3,1,0.07758620699999996,1,0,-5,3,1,0,1,-2,2,-1,19,-14,-147,5,7,1,1,-0.036855037000000035,-1,-2,-21
1,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,470,2900,3,12,44,-252,4,3,4733,1037,143,-107.77710226999999,-1.1475976270000001,-3,665,3452,24,8,4,197,69.51579657,2,252,420,2900,3,4,4,4733,1039,143,-30.668281320000006,-3,2,595,110,412,71,325,8,38,259,30,9,-19,95,2,0,0,0,6,8,7,7,3,123,1107,75,29,256,53,1290,24,35,5,6,57,0.672413793,-1,5,14,3,3,0,-1,4,0,2,904,236,294,30,30,1,-1,0.9828009830000001,2,4,-21
1,8,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,36,480,11,12,-22,99,-1,-3,1136,-31,24,21.180364689999998,-3.682785535,-3,11,-221,3,-3,0,-22,-42.607926649999996,0,9,56,480,11,-2,-1,1136,-31,24,-12.234244480000001,-3,0,94,-54,-50,15,88,2,14,81,4,10,-37,-16,-1,-1,0,8,2,4,4,4,2,-2,15,-14,0,124,-4,-29,0,0,1,-1,3,0.0,0,7,-4,-4,0,0,0,-1,1,1,-92,69,-47,18,19,0,1,0.0022197549999999344,1,0,40
1,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14,-15,-175,-10,-2,28,-167,0,2,-361,207,-27,-105.74390306,0.6451986850000002,0,16,-124,-1,5,3,-14,-28.567663939,1,-14,-17,-175,-10,-4,-2,-361,207,-27,-37.81651991,0,0,-16,18,14,-1,23,6,9,53,-13,9,-52,12,-1,6,1,0,5,7,1,1,-2,0,38,1,10,152,-8,-248,-6,-1,4,1,-2,-0.14114114099999997,0,-3,-7,7,-3,0,0,1,-1,2,-164,228,7,-10,-9,1,0,-0.04629629599999996,0,2,1
