,Week,Team,Opponent,LastYrTotalYdsDif,LastYrTotalPlaysDif,LastYrY/PDif,LastYrTODif,LastYr1stDsDif,LastYrPCmpDif,LastYrPAttDif,LastYrPYDsDif,LastYrPTDDif,LastYrPIntDif,LastYrPNY/ADif,LastYrPFDDif,LastYrRAttDif,LastYrRYDsDif,LastYrRTDsDif,LastYrRY/ADif,LastYrR1stDDif,LastYrPenDif,LastYrSc%Dif,LastYrTO%Dif,LastYrAvgPlyDif,LastYrAvgDrYdsDif,LastYrAvgDrPtsDif,MA3Off1stDDif,MA3OffTotYdsDif,MA3OffPYDSDif,MA3OffRYDSDif,MA3OffTOsDif,MA3Def1stDDif,MA3DefTotYdsDif,MA3DefPYDSDif,MA3DefRYDSDif,MA3DefTOsDif,score_diff
0,1,0,31,481,21,0.2999999999999998,-9,52,37,4,267,-4,-4,0.5,20,31,214,10,0.20000000000000018,34,1,7.5000000000000036,-4.299999999999999,0.5999999999999996,4.5,0.3899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44
0,2,0,14,428,69,0.0,-2,66,41,49,532,-3,0,0.5,46,36,-104,11,-0.6000000000000005,22,-12,8.700000000000003,-2.0,0.39999999999999947,1.8000000000000007,0.41999999999999993,-23.0,-388.0,-348.0,-40.0,0.0,7.0,7.0,-4.0,11.0,1.0,-11
0,3,0,3,1267,110,0.7000000000000002,6,88,46,18,610,1,4,0.8999999999999995,31,102,657,12,0.5999999999999996,62,-8,9.300000000000004,3.0,0.5999999999999996,6.5,0.5499999999999998,-8.0,-188.5,-180.0,-8.5,1.0,1.5,20.0,1.0,19.0,-1.5,21
0,4,0,20,100,52,-0.20000000000000018,3,17,22,60,-101,-16,7,-0.8000000000000007,-12,2,201,12,0.3999999999999999,26,3,-3.0,1.5999999999999996,0.09999999999999964,-0.7999999999999972,-0.22999999999999998,-5.333333333333334,-107.66666666666669,-117.00000000000003,9.333333333333329,0.33333333333333326,2.0,-50.0,-5.666666666666629,-44.33333333333333,0.33333333333333326,-22
0,5,0,13,434,20,0.2999999999999998,4,25,1,-32,-140,-13,6,0.1999999999999993,-32,68,574,17,0.6999999999999997,53,-22,-0.09999999999999432,2.299999999999999,0.1999999999999993,2.8000000000000007,0.08999999999999986,-2.666666666666666,-60.99999999999997,-44.333333333333314,-16.66666666666667,1.3333333333333335,2.0,-12.333333333333314,17.00000000000003,-29.33333333333333,0.6666666666666667,1
0,6,0,29,136,93,-0.40000000000000036,9,47,49,72,-111,-16,7,-1.0,23,26,247,8,0.2999999999999998,33,-25,-2.5,5.3999999999999995,0.8999999999999995,2.5,-0.20000000000000018,-10.333333333333332,-231.66666666666669,-253.0,21.33333333333333,-0.3333333333333335,-1.6666666666666679,-71.0,-71.66666666666669,0.6666666666666714,1.3333333333333333,-7
0,7,0,12,-191,40,-0.40000000000000036,5,24,50,60,-258,-9,5,-1.2000000000000002,7,-22,67,7,0.3999999999999999,22,-5,-2.5,2.799999999999999,0.0,-2.6000000000000014,-0.16000000000000014,-12.333333333333334,-249.33333333333331,-266.0,16.66666666666667,-0.6666666666666665,-7.333333333333336,-139.33333333333331,-136.66666666666666,-2.6666666666666714,0.9999999999999998,-32
0,8,0,8,-174,44,-0.40000000000000036,7,23,3,-17,-332,-10,6,-0.3000000000000007,-5,76,158,16,-0.40000000000000036,23,-14,7.0000000000000036,3.1999999999999993,0.0,-2.8999999999999986,0.2999999999999998,-11.0,-188.00000000000003,-188.33333333333337,0.3333333333333286,1.0,-7.0,-175.0,-202.33333333333334,27.333333333333343,-0.3333333333333335,-19
0,9,0,4,576,63,0.20000000000000018,3,50,27,44,312,-4,10,0.1999999999999993,19,34,264,12,0.2999999999999998,36,-21,4.100000000000001,1.9000000000000004,0.2999999999999998,2.400000000000002,0.22999999999999998,-10.333333333333334,-150.0,-84.66666666666666,-65.33333333333333,1.6666666666666667,1.0,-50.0,-64.66666666666669,14.666666666666657,-1.0,-32
0,10,0,5,46,14,-0.10000000000000053,5,19,41,15,-61,-16,7,-0.3000000000000007,8,0,107,9,0.2999999999999998,33,-17,3.9000000000000057,2.6999999999999993,0.39999999999999947,1.9000000000000021,0.0,3.333333333333334,49.33333333333334,25.666666666666657,23.66666666666667,1.0,3.666666666666666,24.666666666666686,15.0,9.666666666666671,0.3333333333333333,31
0,12,0,28,1104,73,0.7000000000000002,-8,91,81,64,970,-3,-3,1.2999999999999998,56,37,134,13,0.0,30,-15,13.300000000000004,-2.5,1.0999999999999996,8.900000000000002,0.6599999999999999,2.0,19.0,5.666666666666657,13.333333333333329,0.6666666666666666,-4.333333333333333,-100.0,-113.33333333333333,13.333333333333336,-0.33333333333333326,3
0,13,0,7,311,77,-0.10000000000000053,10,29,31,45,85,-12,9,-0.40000000000000036,9,35,226,8,0.20000000000000018,33,-25,0.6000000000000014,5.0,0.5999999999999996,2.6000000000000014,-0.08000000000000007,2.666666666666666,56.66666666666666,11.666666666666671,45.0,-1.0,-3.333333333333332,-99.99999999999997,-98.66666666666667,-1.3333333333333286,0.0,-4
0,14,0,5,46,14,-0.10000000000000053,5,19,41,15,-61,-16,7,-0.3000000000000007,8,0,107,9,0.2999999999999998,33,-17,3.9000000000000057,2.6999999999999993,0.39999999999999947,1.9000000000000021,0.0,3.0,41.33333333333334,-3.6666666666666714,45.0,0.33333333333333337,-2.333333333333332,-130.99999999999997,-111.33333333333334,-19.66666666666667,0.6666666666666667,-4
0,15,0,19,6,102,-0.6000000000000005,11,15,-29,24,-287,-19,8,-0.8000000000000007,-7,77,293,14,-0.10000000000000053,22,-25,-2.1999999999999957,4.299999999999999,-0.10000000000000053,-4.399999999999999,-0.31000000000000005,3.333333333333332,83.0,14.333333333333314,68.66666666666667,0.33333333333333326,-3.3333333333333357,-43.666666666666686,-82.33333333333334,38.66666666666666,0.3333333333333335,1
0,16,0,8,-174,44,-0.40000000000000036,7,23,3,-17,-332,-10,6,-0.3000000000000007,-5,76,158,16,-0.40000000000000036,23,-14,7.0000000000000036,3.1999999999999993,0.0,-2.8999999999999986,0.2999999999999998,-1.6666666666666643,-55.0,-107.66666666666666,52.66666666666666,1.3333333333333335,-5.333333333333334,-109.99999999999997,-43.66666666666666,-66.33333333333334,-0.33333333333333326,-12
0,17,0,7,311,77,-0.10000000000000053,10,29,31,45,85,-12,9,-0.40000000000000036,9,35,226,8,0.20000000000000018,33,-25,0.6000000000000014,5.0,0.5999999999999996,2.6000000000000014,-0.08000000000000007,4.999999999999998,60.333333333333314,74.33333333333334,-13.999999999999986,1.3333333333333335,-6.666666666666668,-44.0,-55.0,11.0,1.0,25
0,1,1,3,1210,109,0.7000000000000002,1,83,20,-11,686,14,-4,1.3999999999999995,30,127,524,3,0.09999999999999964,49,-8,9.899999999999999,0.0,0.40000000000000036,5.199999999999999,0.6299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8
0,2,1,19,-51,101,-0.6000000000000005,6,10,-55,-5,-211,-6,0,-0.3000000000000007,-8,102,160,5,-0.6000000000000005,9,-25,-1.6000000000000014,1.299999999999999,-0.2999999999999998,-5.699999999999999,-0.22999999999999998,0.0,-12.0,-63.0,51.0,-1.0,1.0,-6.0,47.0,-53.0,-1.0,3
0,3,1,30,-217,21,-0.2999999999999998,-6,-9,19,-26,-188,4,-6,0.0,-6,48,-29,-2,-0.5,-4,-10,4.299999999999997,-3.3000000000000007,-0.09999999999999964,-2.8000000000000007,0.1299999999999999,0.0,-69.0,-92.5,23.5,1.5,-11.0,-123.0,-152.0,29.0,0.0,-11
