,Week,Team,Opponent,LastYrTotalYdsDif,LastYrTotalPlaysDif,LastYrY/PDif,LastYrTODif,LastYr1stDsDif,LastYrPCmpDif,LastYrPAttDif,LastYrPYDsDif,LastYrPTDDif,LastYrPIntDif,LastYrPNY/ADif,LastYrPFDDif,LastYrRAttDif,LastYrRYDsDif,LastYrRTDsDif,LastYrRY/ADif,LastYrR1stDDif,LastYrPenDif,LastYrSc%Dif,LastYrTO%Dif,LastYrAvgPlyDif,LastYrAvgDrYdsDif,LastYrAvgDrPtsDif,MA3Off1stDDif,MA3OffTotYdsDif,MA3OffPYDSDif,MA3OffRYDSDif,MA3OffTOsDif,MA3Def1stDDif,MA3DefTotYdsDif,MA3DefPYDSDif,MA3DefRYDSDif,MA3DefTOsDif,score_diff
0,12,0,15,-1136,-54,-0.7999999999999998,-1,-25,-40,-57,-1062,-4,-1,-1.1999999999999993,-40,11,-74,6,-0.2999999999999998,26,-24,-0.8000000000000043,0.20000000000000107,-0.40000000000000036,-6.599999999999998,0.010000000000000009,9.0,113.33333333333331,72.33333333333331,41.0,-0.6666666666666666,4.999999999999998,80.66666666666669,24.0,56.666666666666664,-0.3333333333333333,17
0,13,0,18,-562,-13,-0.5,7,-16,-54,-50,-888,0,7,-1.0999999999999996,-36,40,326,5,0.40000000000000036,22,10,-3.200000000000003,2.3000000000000007,-0.7000000000000002,-6.5,-0.07999999999999985,-0.6666666666666679,-27.0,-114.33333333333331,87.33333333333334,-0.6666666666666667,-3.666666666666668,-51.0,-11.0,-40.0,0.6666666666666666,11
0,14,0,31,19,-6,0.10000000000000053,10,7,-24,-85,-493,1,4,0.0,-17,86,512,6,0.5,29,-14,4.199999999999996,4.800000000000001,-0.2999999999999998,-1.1999999999999993,0.24,-3.666666666666668,-16.666666666666686,44.333333333333314,-61.0,0.0,5.0,26.33333333333337,62.0,-35.66666666666667,-0.3333333333333335,-7
0,15,0,9,-529,-19,-0.39999999999999947,12,-24,-49,-74,-830,-5,8,-0.5999999999999996,-43,71,301,4,0.0,27,-37,-0.4000000000000057,6.100000000000001,-0.20000000000000018,-3.599999999999998,-0.04999999999999982,2.0,17.666666666666686,1.3333333333333428,16.333333333333343,-0.6666666666666666,4.000000000000002,19.333333333333314,5.0,14.333333333333329,-1.0000000000000002,7
0,16,0,8,-1040,-34,-0.7999999999999998,-1,-29,-57,-113,-1076,-7,-2,-0.7999999999999998,-51,73,36,10,-0.7000000000000002,18,8,0.6999999999999957,-0.6999999999999993,-0.20000000000000018,-5.899999999999999,0.08000000000000007,-3.3333333333333357,-63.666666666666686,-45.0,-18.66666666666667,0.33333333333333337,3.3333333333333357,-8.333333333333314,-2.0,-6.333333333333329,0.33333333333333304,-7
0,17,0,5,-1380,-93,-0.7999999999999998,7,-50,-54,-90,-1198,-7,3,-1.0999999999999996,-44,0,-182,1,-0.39999999999999947,7,4,-5.800000000000004,4.4,-0.20000000000000018,-5.300000000000001,-0.25,-0.6666666666666661,-68.33333333333331,-77.0,8.666666666666671,-0.33333333333333326,-1.6666666666666643,-50.666666666666686,-16.333333333333343,-34.33333333333334,1.3333333333333335,-7
0,19,0,29,-784,-54,-0.5,-2,-5,-72,-102,-1300,-6,1,-1.0999999999999996,-43,55,516,9,0.8000000000000003,35,-18,1.6999999999999957,0.40000000000000036,-0.2999999999999998,-4.599999999999998,0.1100000000000001,-1.3333333333333321,15.666666666666686,19.66666666666667,-4.0,0.0,-1.0,-72.33333333333334,-31.666666666666657,-40.66666666666667,-1.0,-3
0,1,1,21,-588,25,-0.6999999999999993,-10,-19,-43,8,-419,1,-7,-0.8999999999999995,-14,18,-169,-6,-0.6000000000000005,-18,-10,-0.9000000000000057,-4.299999999999999,0.20000000000000018,-3.200000000000003,-0.1299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
0,2,1,11,-1072,-61,-0.6999999999999993,-11,-35,-45,-42,-682,3,-10,-0.6999999999999993,-26,-22,-390,-4,-0.6000000000000005,-21,4,-6.5,-6.299999999999999,-0.5,-6.899999999999999,-0.25,-5.0,-173.0,-237.0,64.0,-1.0,9.0,63.0,14.0,49.0,3.0,24
0,3,1,9,311,36,0.10000000000000053,-8,20,-18,-24,35,8,-6,0.40000000000000036,-5,75,276,0,-0.10000000000000053,20,-19,6.099999999999994,-4.299999999999999,0.2999999999999998,2.1000000000000014,0.3700000000000001,6.0,129.0,7.0,122.0,0.5,-7.0,-139.5,-87.5,-52.0,1.5,4
0,5,1,10,-742,-99,-0.1999999999999993,-24,-40,-49,-84,-393,14,-15,0.20000000000000018,-21,-15,-349,-7,-0.6000000000000005,-26,-2,4.5,-11.5,0.0,-0.5,0.3700000000000001,-1.0,-56.0,-78.99999999999997,23.000000000000014,1.0,-10.666666666666666,-148.66666666666669,-64.66666666666666,-84.0,-1.3333333333333335,28
0,6,1,25,-191,63,-0.5999999999999996,-23,15,-3,9,-48,4,-16,-0.1999999999999993,10,58,-143,1,-1.0,3,18,1.5999999999999943,-12.999999999999998,0.20000000000000018,-1.7000000000000028,0.14000000000000012,-10.666666666666668,-152.33333333333331,-233.33333333333334,80.99999999999999,-1.3333333333333333,-16.666666666666664,-248.00000000000003,-191.66666666666669,-56.333333333333336,1.0,13
0,7,1,17,-108,27,-0.2999999999999998,-19,7,-18,5,-62,8,-13,-0.09999999999999964,-2,31,-46,1,-0.40000000000000036,-5,15,4.699999999999996,-10.7,-0.20000000000000018,-2.5,0.29000000000000004,4.0,22.333333333333343,12.666666666666671,9.666666666666671,-1.3333333333333335,-16.333333333333336,-255.0,-199.33333333333334,-55.66666666666667,-0.6666666666666667,9
0,8,1,23,-105,75,-0.5999999999999996,-16,22,-9,13,-115,3,-11,-0.39999999999999947,10,60,10,0,-0.6000000000000005,-6,26,1.7999999999999972,-9.0,0.09999999999999964,-2.5,0.06000000000000005,7.333333333333332,115.66666666666666,60.0,55.66666666666667,0.6666666666666667,-7.333333333333334,-141.00000000000003,-182.33333333333334,41.333333333333336,-1.3333333333333335,38
0,9,1,27,-195,-42,0.0,-9,-20,2,36,470,14,-5,0.5,9,-66,-665,-12,-0.8000000000000007,-35,17,1.7999999999999972,-4.699999999999999,-0.10000000000000053,-0.10000000000000142,0.1299999999999999,3.666666666666668,26.0,-30.666666666666657,56.66666666666667,1.3333333333333333,-16.0,-225.33333333333334,-224.0,-1.3333333333333428,0.3333333333333335,3
0,10,1,26,-107,68,-0.5,-19,14,-11,-4,-110,9,-10,-0.09999999999999964,-6,78,3,4,-0.8000000000000007,13,9,4.599999999999994,-10.299999999999999,0.20000000000000018,-1.6000000000000014,0.3700000000000001,-2.333333333333332,-26.333333333333314,-49.0,22.666666666666657,-0.33333333333333337,-10.666666666666666,-175.66666666666669,-182.33333333333331,6.666666666666671,0.0,-3
0,11,1,27,-195,-42,0.0,-9,-20,2,36,470,14,-5,0.5,9,-66,-665,-12,-0.8000000000000007,-35,17,1.7999999999999972,-4.699999999999999,-0.10000000000000053,-0.10000000000000142,0.1299999999999999,5.666666666666668,30.0,-20.666666666666657,50.66666666666667,0.6666666666666666,-8.333333333333332,-151.66666666666663,-176.33333333333334,24.66666666666667,1.0000000000000002,10
0,12,1,20,-124,6,-0.1999999999999993,-8,6,8,15,-20,5,-5,-0.1999999999999993,-4,-2,-104,-2,-0.20000000000000018,4,20,1.8999999999999986,-4.299999999999999,0.0,-0.5,0.10000000000000009,10.666666666666668,194.33333333333334,189.66666666666669,4.666666666666671,1.6666666666666667,3.0,38.666666666666686,-13.333333333333343,52.0,1.3333333333333335,29
