week,team,opponent_team,avg_completions,avg_attempts,avg_passing_yards,avg_passing_tds,avg_passing_interceptions,avg_sacks_suffered,avg_sack_yards_lost,avg_sack_fumbles,avg_sack_fumbles_lost,avg_passing_air_yards,avg_passing_yards_after_catch,avg_passing_first_downs,avg_passing_epa,avg_passing_cpoe,avg_passing_2pt_conversions,avg_carries,avg_rushing_yards,avg_rushing_tds,avg_rushing_fumbles,avg_rushing_fumbles_lost,avg_rushing_first_downs,avg_rushing_epa,avg_rushing_2pt_conversions,avg_receptions,avg_targets,avg_receiving_yards,avg_receiving_tds,avg_receiving_fumbles,avg_receiving_fumbles_lost,avg_receiving_air_yards,avg_receiving_yards_after_catch,avg_receiving_first_downs,avg_receiving_epa,avg_receiving_2pt_conversions,avg_special_teams_tds,avg_def_tackles_solo,avg_def_tackles_with_assist,avg_def_tackle_assists,avg_def_tackles_for_loss,avg_def_tackles_for_loss_yards,avg_def_fumbles_forced,avg_def_sacks,avg_def_sack_yards,avg_def_qb_hits,avg_def_interceptions,avg_def_interception_yards,avg_def_pass_defended,avg_def_tds,avg_def_fumbles,avg_def_safeties,avg_misc_yards,avg_fumble_recovery_own,avg_fumble_recovery_yards_own,avg_fumble_recovery_opp,avg_fumble_recovery_yards_opp,avg_fumble_recovery_tds,avg_penalties,avg_penalty_yards,avg_timeouts,avg_punt_returns,avg_punt_return_yards,avg_kickoff_returns,avg_kickoff_return_yards,avg_fg_made,avg_fg_att,avg_fg_missed,avg_fg_blocked,avg_fg_long,avg_fg_pct,avg_fg_made_distance,avg_fg_missed_distance,avg_fg_blocked_distance,avg_pat_made,avg_pat_att,avg_pat_missed,avg_pat_blocked,avg_pat_pct,pst_completions,pst_attempts,pst_passing_yards,pst_passing_tds,pst_passing_interceptions,pst_sacks_suffered,pst_sack_yards_lost,pst_sack_fumbles,pst_sack_fumbles_lost,pst_passing_air_yards,pst_passing_yards_after_catch,pst_passing_first_downs,pst_passing_epa,pst_passing_cpoe,pst_passing_2pt_conversions,pst_carries,pst_rushing_yards,pst_rushing_tds,pst_rushing_fumbles,pst_rushing_fumbles_lost,pst_rushing_first_downs,pst_rushing_epa,pst_rushing_2pt_conversions,pst_receptions,pst_targets,pst_receiving_yards,pst_receiving_tds,pst_receiving_fumbles,pst_receiving_fumbles_lost,pst_receiving_air_yards,pst_receiving_yards_after_catch,pst_receiving_first_downs,pst_receiving_epa,pst_receiving_2pt_conversions,pst_special_teams_tds,pst_def_tackles_solo,pst_def_tackles_with_assist,pst_def_tackle_assists,pst_def_tackles_for_loss,pst_def_tackles_for_loss_yards,pst_def_fumbles_forced,pst_def_sacks,pst_def_sack_yards,pst_def_qb_hits,pst_def_interceptions,pst_def_interception_yards,pst_def_pass_defended,pst_def_tds,pst_def_fumbles,pst_def_safeties,pst_misc_yards,pst_fumble_recovery_own,pst_fumble_recovery_yards_own,pst_fumble_recovery_opp,pst_fumble_recovery_yards_opp,pst_fumble_recovery_tds,pst_penalties,pst_penalty_yards,pst_timeouts,pst_punt_returns,pst_punt_return_yards,pst_kickoff_returns,pst_kickoff_return_yards,pst_fg_made,pst_fg_att,pst_fg_missed,pst_fg_blocked,pst_fg_long,pst_fg_pct,pst_fg_made_0_19,pst_fg_made_20_29,pst_fg_made_30_39,pst_fg_made_40_49,pst_fg_made_50_59,pst_fg_missed_0_19,pst_fg_missed_20_29,pst_fg_missed_30_39,pst_fg_missed_40_49,pst_fg_missed_50_59,pst_fg_made_distance,pst_fg_missed_distance,pst_fg_blocked_distance,pst_pat_made,pst_pat_att,pst_pat_missed,pst_pat_blocked,pst_pat_pct,pst_gwfg_made,pst_gwfg_att,score_diff
1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30,-24,-876,-11,-6,18,-134,6,3,-836,-304,-26,-192.56921772,-7.536540256,-2,-41,153,-5,0,-3,-27,-15.540143,3,-30,-5,-876,-11,-4,-4,-836,-304,-26,-147.754968082,-2,-1,5,8,84,-16,-58,-8,-20,-95,-58,-7,-50,-13,-2,-3,0,0,6,11,-6,-6,1,-5,-24,-11,0,-74,1,33,4,4,1,-1,8,0.020898641,0,2,-5,2,4,0,0,1,-1,1,276,44,-34,-27,-27,0,0,-0.0234782609999999,0,1,-6
1,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,24,354,4,8,4,7,4,3,560,23,28,2.730947499999999,-3.0530854400000003,1,35,149,-2,4,3,15,-27.41959069,0,4,24,354,4,-4,-1,560,24,28,2.8339321800000015,1,0,-24,0,88,-16,-77,0,-5,-46,-9,-8,-60,-14,0,0,0,96,0,4,-3,-3,-1,-2,-10,2,3,-18,-10,-329,3,6,3,0,-3,-0.0706190059999999,0,1,3,2,-3,0,0,0,1,3,78,135,0,0,0,0,0,0.0,2,2,-8
1,2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93,-141,-502,-1,-10,13,-51,2,1,-6,-853,-36,24.95491982,0.988871494,1,124,877,17,5,4,41,24.925478142,1,-93,-123,-502,-1,-1,-2,-6,-853,-36,59.717033249999986,1,1,-12,24,70,2,39,1,1,84,-8,10,189,20,1,-6,1,0,0,3,4,3,-2,6,110,9,-12,37,1,78,-1,2,2,1,-10,-0.0779922779999999,0,2,-3,4,-3,0,0,-2,1,2,-111,142,55,13,14,0,1,-0.0192307689999999,0,0,-7
1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,603,5182,40,24,6,-18,-4,-2,5858,2277,226,284.26201593999997,12.560148371,5,553,2059,27,8,7,189,49.74273997,-3,415,550,5182,40,10,8,5858,2277,226,285.87653968200004,5,2,595,110,252,96,404,22,73,423,175,25,198,92,4,7,0,0,1,-3,18,18,-1,111,907,84,31,434,16,316,20,25,3,2,46,0.8066875659999999,0,2,17,2,0,0,0,-1,3,1,622,151,68,76,77,1,0,1.003478261,1,0,6
1,4,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56,-20,-980,-15,-1,30,-269,4,4,-534,-360,-47,-176.36064532,-3.688278615,-1,-35,27,-6,-1,0,-3,18.96812163,0,-56,-45,-980,-15,7,1,-534,-360,-47,-94.06426735,-1,0,-15,11,15,-7,14,-3,-7,-51,-3,-10,18,-35,1,1,0,0,5,5,-8,-8,-1,7,-1,7,5,-70,2,171,-5,-7,-2,0,1,0.022522522,0,-4,1,-1,-1,0,-2,0,0,0,-163,-58,0,-23,-20,3,0,-0.15,2,1,-37
1,5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,19,-91,5,4,-14,120,3,3,-794,126,11,-32.98591072000001,-0.58465379,-1,90,553,0,-1,-3,35,47.25802789,1,17,-1,-91,5,2,3,-794,126,11,-26.183821919999993,-1,0,-53,-34,-66,-15,-149,0,-15,-113,8,16,159,28,1,1,0,-11,3,-1,-2,-2,0,-11,-29,-15,-19,-142,5,171,6,8,2,0,2,-0.045614035,0,0,2,2,2,0,0,0,2,0,253,92,0,3,3,-2,2,0.006060606,0,0,7
1,6,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,58,865,11,-7,2,-39,1,-1,-218,520,56,151.08416109,5.591240376,1,-32,-100,3,-2,-2,-7,12.87798356,0,69,51,865,11,-2,-3,-218,520,56,178.19794168,1,0,-37,-5,-9,-4,-36,-4,8,9,32,7,56,8,1,-9,-1,-4,0,-1,1,1,-1,-13,-62,9,1,138,-1,-84,10,6,-4,0,0,0.1987096769999999,0,1,1,3,5,0,0,-2,-5,3,443,-143,0,16,15,-1,0,0.04,1,1,-6
1,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73,10,-649,-12,13,5,-55,8,3,505,-190,-58,-221.5619375,-9.87652193,-2,50,97,1,5,3,12,-42.361577665,4,-73,-8,-649,-12,-1,2,505,-190,-58,-209.03168843,-2,-1,49,-7,-89,15,70,0,3,45,10,1,-114,18,-3,3,-1,-12,5,8,1,1,0,0,-67,8,23,245,-7,-132,-2,-1,2,-1,-2,-0.0284495019999999,0,-1,-5,6,-1,0,0,-1,3,0,-31,102,-32,-19,-19,0,0,-0.0332167829999999,2,2,-16
1,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501,604,5309,48,-3,35,-208,-6,-2,4289,2233,289,338.1700545,13.923913268,5,418,1823,13,-2,-1,109,36.85152575,-3,501,613,5309,48,7,0,4289,2233,289,395.62845433,5,2,500,117,475,58,283,14,42,251,89,16,363,56,8,-2,2,70,1,-1,8,8,1,115,1031,52,-5,-147,25,525,38,39,-1,2,62,0.975817923,0,10,18,-2,10,0,0,2,-3,0,1401,-66,64,68,71,3,0,0.975524475,-2,-2,16
1,9,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34,-62,-601,5,-3,14,-47,3,2,-367,50,-34,-42.55173831,2.327716544,0,69,230,-3,3,1,21,-13.381355130000005,2,-34,-70,-601,5,7,5,-367,48,-34,-31.78523170999999,0,1,-57,2,-68,-24,-105,6,-5,32,3,0,-92,-15,-3,-1,1,-11,1,2,7,7,1,-12,-205,13,-5,61,-10,-282,-5,-8,-4,1,-3,0.0490196079999999,0,3,1,-8,-1,0,0,-1,-1,-2,-319,-183,38,-4,-2,2,0,-0.064516129,0,-1,16
