,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,281,4795,967,5.0,19,4,280,311,509,3021,16,15,5.5,156,414,1774,12,4.3,96,115,1008,28,170,31.8,11.2,Own 28.6,2:47,5.87,28.3,1.61
Opp. Stats,359,5654,996,5.7,26,11,330,362,537,3794,27,15,6.5,197,413,1860,12,4.5,109,102,791,24,171,35.1,14.6,Own 26.8,2:51,6.0,33.0,1.96
Lg Rank Offense,29,28,,,11,1,28,,26,28,28,22,29,,14,17,20,18,,,,,,25,16,15,12,15,27,26
Lg Rank Defense,15,17,,,10,7,20,,13,15,16,9,16,,15,17,10,18,,,,,,20,7,4,25,25,23,16
