,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,333,5169,1020,5.1,25,14,290,339,570,3685,20,11,6.0,181,410,1484,11,3.6,76,119,985,33,198,30.3,11.6,Own 29.1,2:21,5.33,26.1,1.54
Opp. Stats,297,5057,1076,4.7,27,13,306,306,552,2972,13,14,5.0,169,482,2085,15,4.3,101,110,990,36,197,29.4,12.2,Own 29.3,2:35,5.7,25.6,1.47
Lg Rank Offense,22,27,,,21,30,28,,17,21,21,12,22,,15,27,20,28,,,,,,26,13,12,30,29,30,26
Lg Rank Defense,4,4,,,7,4,9,,14,1,1,12,1,,30,28,18,18,,,,,,29,13,23,10,11,2,3
