,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,340,5499,1144,4.8,25,8,326,433,664,3626,17,17,5.1,189,434,1873,15,4.3,115,118,916,22,187,32.1,12.8,Own 26.8,2:45,6.29,29.2,1.65
Opp. Stats,449,5931,1075,5.5,20,9,363,414,593,3915,29,11,6.2,218,446,2016,21,4.5,124,94,757,21,190,41.6,10.5,Own 31.3,2:44,5.8,31.2,2.30
Lg Rank Offense,21,22,,,27,7,22,,4,18,24,28,31,,20,22,16,20,,,,,,24,6,26,20,7,22,24
Lg Rank Defense,31,21,,,20,17,29,,21,24,28,21,19,,12,14,27,21,,,,,,3,20,32,10,9,17,30
