,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,376,5905,1026,5.8,15,11,332,392,640,4238,25,4,6.1,208,333,1667,14,5.0,98,108,937,26,178,38.8,6.7,Own 27.5,2:42,6.03,33.2,2.04
Opp. Stats,400,5670,1017,5.6,15,8,331,336,527,3752,30,7,6.6,199,446,1918,15,4.3,100,97,792,32,182,37.9,8.2,Own 31.3,2:42,5.8,31.0,2.15
Lg Rank Offense,14,12,,,2,25,15,,3,9,20,1,21,,32,22,15,2,,,,,,11,31,25,16,10,12,15
Lg Rank Defense,22,18,,,29,16,21,,8,12,22,29,21,,27,22,20,13,,,,,,14,28,31,16,18,14,23
