,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,236,4510,1096,4.1,20,10,297,350,586,2741,13,10,4.2,150,445,1769,7,4.0,111,103,845,36,180,25.0,11.1,Own 25.6,2:56,6.26,25.1,1.19
Opp. Stats,416,4997,1016,4.9,11,3,311,309,481,2916,19,8,5.7,162,508,2081,25,4.1,122,89,679,27,183,37.7,5.5,Own 31.6,2:41,5.7,27.3,2.09
Lg Rank Offense,31,32,,,14,16,27,,13,32,30,6,32,,19,20,30,23,,,,,,30,15,32,6,4,29,30
Lg Rank Defense,29,4,,,32,32,8,,1,3,4,27,8,,28,23,32,12,,,,,,11,32,30,11,7,5,27
