,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,368,4972,938,5.3,17,4,304,331,542,3290,27,13,5.7,182,359,1682,13,4.7,92,114,957,30,166,35.5,9.6,Own 29.0,2:39,5.78,29.7,2.03
Opp. Stats,455,6618,1084,6.1,18,6,372,389,584,4414,32,12,7.1,221,466,2204,17,4.7,125,113,944,26,177,46.3,10.2,Own 28.8,2:57,6.3,37.4,2.50
Lg Rank Offense,17,26,,,5,1,23,,18,24,16,18,27,,26,21,16,8,,,,,,20,26,13,20,20,24,16
Lg Rank Defense,30,32,,,21,25,29,,25,32,27,18,29,,29,29,25,25,,,,,,1,20,18,32,31,32,31
