,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,280,4727,1010,4.7,22,7,266,354,546,3305,21,15,5.6,162,420,1422,8,3.4,77,114,978,27,188,26.6,11.2,Own 29.3,2:33,5.52,25.1,1.41
Opp. Stats,452,6535,1101,5.9,25,8,382,363,546,4117,27,17,7.1,218,523,2418,25,4.6,135,89,790,29,189,42.9,12.2,Own 29.6,2:51,6.0,34.4,2.41
Lg Rank Offense,30,32,,,13,9,32,,22,28,20,21,25,,23,32,31,32,,,,,,31,20,12,30,30,32,30
Lg Rank Defense,27,31,,,10,11,27,,8,23,16,8,30,,31,31,31,27,,,,,,6,12,23,20,16,26,27
