,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,451,6366,1115,5.7,28,10,381,385,579,4154,29,18,6.9,199,512,2212,22,4.3,158,106,883,24,181,41.4,14.9,Own 29.0,3:01,6.32,35.1,2.37
Opp. Stats,311,5222,1015,5.1,30,12,313,363,552,3342,18,18,5.5,183,409,1880,14,4.6,96,99,753,34,181,32.0,16.0,Own 27.1,2:40,5.8,28.8,1.67
Lg Rank Offense,6,4,,,23,16,3,,16,8,7,27,4,,5,7,5,8,,,,,,6,5,13,2,3,5,6
Lg Rank Defense,4,9,,,3,5,11,,8,7,2,3,6,,4,15,11,28,,,,,,25,1,4,10,10,10,7
