,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,234,4942,1008,4.9,41,13,290,312,574,3228,15,28,5.2,157,384,1714,11,4.5,97,110,924,36,186,22.0,21.0,Own 26.5,2:26,5.53,26.5,1.22
Opp. Stats,410,5250,1026,5.1,13,6,315,360,525,3684,28,7,6.6,189,467,1566,14,3.4,95,101,906,31,188,36.2,6.9,Own 30.5,2:47,5.6,27.8,2.00
Lg Rank Offense,32,24,,,32,28,22,,9,22,28,32,30,,28,18,19,6,,,,,,32,1,28,28,19,23,31
Lg Rank Defense,31,14,,,32,23,18,,8,19,26,31,26,,28,7,22,2,,,,,,11,32,31,23,16,9,27
