,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,367,5845,1037,5.6,23,12,346,422,599,4275,29,11,6.7,221,398,1570,12,3.9,94,100,852,31,176,38.1,12.5,Own 28.4,2:58,6.09,33.2,2.07
Opp. Stats,348,5859,1002,5.8,17,7,308,417,626,4308,22,10,6.4,215,332,1551,14,4.7,71,115,995,22,176,38.6,9.1,Own 27.6,2:35,5.9,33.1,1.98
Lg Rank Offense,18,14,,,20,29,11,,7,7,11,10,10,,20,28,20,30,,,,,,13,11,17,3,6,13,12
Lg Rank Defense,12,23,,,22,19,8,,30,30,8,25,13,,1,7,19,21,,,,,,10,25,7,6,22,25,18
