,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,281,4923,995,4.9,29,8,284,373,602,3535,24,21,5.6,187,360,1388,4,3.9,66,137,1154,31,190,25.8,15.3,Own 28.1,2:29,5.39,25.9,1.36
Opp. Stats,393,5371,989,5.4,15,6,319,339,528,3603,26,9,6.5,190,431,1768,14,4.1,88,122,1077,41,186,36.6,8.1,Own 28.9,2:38,5.5,28.5,1.98
Lg Rank Offense,28,25,,,30,14,25,,4,18,15,30,24,,32,29,31,24,,,,,,29,4,19,26,27,27,28
Lg Rank Defense,29,16,,,29,23,20,,9,16,23,28,23,,15,14,22,17,,,,,,10,28,18,17,8,14,25
