,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,295,5026,1060,4.7,25,7,310,339,598,3640,21,18,5.6,200,410,1386,6,3.4,66,110,880,44,202,29.2,12.4,Own 29.7,2:28,5.40,24.9,1.41
Opp. Stats,361,4973,1008,4.9,21,6,283,343,564,3541,24,15,5.9,187,407,1432,12,3.5,68,129,1128,28,200,31.5,10.5,Own 28.9,2:22,5.2,24.9,1.69
Lg Rank Offense,25,22,,,23,12,17,,5,15,20,28,23,,20,30,28,31,,,,,,24,10,7,27,26,30,27
Lg Rank Defense,19,6,,,16,23,8,,25,14,18,12,12,,10,6,16,3,,,,,,24,19,18,4,4,4,11
