,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,311,5225,1075,4.9,29,9,333,332,542,3207,16,20,5.3,180,475,2018,14,4.2,119,106,919,34,178,31.5,15.2,Own 28.6,2:54,6.21,29.3,1.62
Opp. Stats,407,5384,1009,5.3,16,8,321,314,477,3257,31,8,6.2,170,483,2127,14,4.4,116,93,856,35,178,40.4,8.4,Own 31.0,2:50,5.8,30.2,2.22
Lg Rank Offense,27,24,,,29,17,19,,23,30,29,29,30,,11,14,18,21,,,,,,26,3,16,10,11,23,26
Lg Rank Defense,22,6,,,26,11,7,,1,3,26,29,17,,23,23,11,19,,,,,,10,27,29,19,9,11,24
