,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,269,4778,1008,4.7,32,9,283,271,499,2794,13,23,5.2,137,468,1984,15,4.2,108,116,992,38,193,26.4,15.5,Own 29.7,2:32,5.47,24.6,1.39
Opp. Stats,374,4706,968,4.9,27,11,293,313,492,2867,22,16,5.4,157,440,1839,17,4.2,111,99,976,25,189,33.3,14.3,Own 32.6,2:30,5.3,24.8,1.83
Lg Rank Offense,30,30,,,30,15,27,,28,31,32,31,31,,6,9,11,21,,,,,,30,4,10,26,28,30,30
Lg Rank Defense,18,2,,,8,7,4,,2,1,8,7,3,,22,16,25,10,,,,,,26,9,32,4,1,1,10
