,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,370,5745,1051,5.5,22,10,334,364,563,3632,27,12,6.1,186,456,2113,12,4.6,116,89,747,32,177,36.2,11.3,Own 29.9,3:04,6.10,32.5,1.97
Opp. Stats,371,5721,991,5.8,24,7,321,314,478,3349,22,17,6.5,163,479,2372,18,5.0,129,100,916,29,173,38.2,13.9,Own 28.9,2:51,5.9,33.0,2.07
Lg Rank Offense,14,17,,,14,20,20,,18,17,11,10,15,,16,15,22,12,,,,,,16,17,6,1,15,11,15
Lg Rank Defense,17,17,,,12,23,10,,1,6,10,5,26,,22,26,23,28,,,,,,10,7,19,24,11,23,26
