,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,371,5972,1080,5.5,28,11,350,421,635,4188,28,17,6.3,216,417,1784,9,4.3,107,96,845,27,178,39.3,14.6,Own 28.6,2:53,6.22,33.3,2.01
Opp. Stats,294,4926,1045,4.7,17,9,300,340,556,3001,19,8,4.9,169,432,1925,10,4.5,107,73,604,24,179,28.5,9.5,Own 28.7,2:48,6.0,27.4,1.50
Lg Rank Offense,15,9,,,23,20,9,,2,6,8,25,13,,25,19,26,13,,,,,,10,7,19,8,6,8,10
Lg Rank Defense,2,2,,,27,17,3,,10,4,4,27,3,,10,18,4,24,,,,,,31,25,17,21,19,6,3
