,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,289,5185,1075,4.8,34,12,297,332,566,3333,19,22,5.4,180,457,1852,8,4.1,92,113,885,25,193,26.4,16.6,Own 27.0,2:37,5.73,26.9,1.35
Opp. Stats,382,4640,952,4.9,17,7,266,294,491,3210,29,10,6.1,166,428,1430,9,3.3,68,89,821,32,194,32.5,8.8,Own 33.2,2:21,5.1,23.8,1.78
Lg Rank Offense,27,17,,,31,26,20,,12,20,25,31,28,,8,12,25,18,,,,,,28,2,26,15,15,20,29
Lg Rank Defense,22,3,,,26,19,3,,1,4,28,24,18,,12,5,6,1,,,,,,21,27,32,3,2,2,15
