,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,428,5653,1012,5.6,11,4,329,280,427,3093,35,7,6.5,156,534,2560,15,4.8,133,111,959,40,181,39.8,6.1,Own 27.8,2:47,5.77,31.1,2.30
Opp. Stats,347,5653,955,5.9,26,14,323,355,546,3842,26,12,6.5,201,366,1811,9,4.9,91,108,981,31,176,35.2,14.2,Own 28.0,2:38,5.6,32.1,1.88
Lg Rank Offense,6,18,,,1,1,17,,32,27,5,2,15,,2,1,11,5,,,,,,10,32,21,12,22,17,7
Lg Rank Defense,11,16,,,10,1,19,,17,17,14,18,17,,5,13,4,30,,,,,,19,11,11,10,9,20,12
