,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,367,5398,1080,5.0,20,6,333,380,609,3585,16,14,5.6,192,438,1813,16,4.1,114,113,945,27,178,37.6,11.2,Own 30.3,2:55,6.31,30.1,1.85
Opp. Stats,331,5484,978,5.6,26,10,300,333,553,3832,25,16,6.5,177,391,1652,10,4.2,89,99,837,34,186,33.9,13.4,Own 27.7,2:24,5.4,29.4,1.77
Lg Rank Offense,16,22,,,14,5,13,,6,24,28,16,28,,10,11,10,18,,,,,,12,16,6,3,2,19,18
Lg Rank Defense,12,13,,,10,9,6,,15,13,17,9,22,,10,15,5,16,,,,,,22,9,12,2,5,12,10
