,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,308,5484,1109,4.9,19,5,345,364,571,3411,12,14,5.6,189,500,2073,16,4.1,129,94,711,27,177,35.0,9.6,Own 27.3,3:02,6.51,30.9,1.68
Opp. Stats,346,5617,1024,5.5,23,3,314,332,542,3779,29,20,6.5,196,442,1838,7,4.2,95,96,717,23,177,37.3,13.0,Own 28.8,2:47,6.0,31.6,1.93
Lg Rank Offense,26,23,,,4,2,15,,16,24,32,17,25,,10,16,11,25,,,,,,19,28,24,2,1,17,23
Lg Rank Defense,10,13,,,14,32,5,,9,19,28,1,25,,11,9,1,8,,,,,,12,10,17,13,16,21,16
