,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,334,5024,974,5.2,25,8,290,306,496,3191,14,17,6.0,157,443,1833,18,4.1,97,85,785,36,191,35.1,12.6,Own 28.7,2:32,5.32,26.3,1.72
Opp. Stats,356,5248,1046,5.0,21,9,323,369,605,3828,27,12,5.9,231,398,1420,5,3.6,68,119,942,24,185,37.3,10.8,Own 28.7,2:38,5.9,28.3,1.81
Lg Rank Offense,19,23,,,23,14,22,,28,23,30,26,17,,14,15,2,15,,,,,,14,8,14,21,28,25,19
Lg Rank Defense,17,13,,,16,14,21,,32,25,24,18,13,,6,4,1,4,,,,,,7,17,16,17,21,12,17
