,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,296,5409,1074,5.0,23,9,294,357,627,3723,15,14,5.6,191,405,1686,13,4.2,79,91,866,24,194,29.9,11.9,Own 27.9,2:31,5.73,27.8,1.47
Opp. Stats,316,5288,1093,4.8,16,4,310,347,556,3220,15,12,5.4,166,492,2068,14,4.2,117,90,707,27,192,32.3,8.3,Own 29.9,2:46,5.9,27.3,1.57
Lg Rank Offense,29,25,,,17,14,26,,7,15,31,17,26,,27,25,21,24,,,,,,27,11,20,31,25,26,29
Lg Rank Defense,4,4,,,29,31,3,,12,3,1,19,2,,25,16,14,10,,,,,,28,27,30,12,14,2,2
