,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,263,4553,994,4.6,15,6,267,285,487,2892,13,9,5.3,148,451,1661,11,3.7,94,92,779,25,180,29.4,8.3,Own 27.3,2:38,5.72,25.2,1.42
Opp. Stats,404,5873,1026,5.7,20,7,324,320,513,3946,23,13,7.3,192,488,1927,15,3.9,99,102,822,33,174,39.7,10.3,Own 27.2,2:54,6.1,33.7,2.06
Lg Rank Offense,30,31,,,4,7,30,,30,30,31,6,29,,10,22,19,28,,,,,,22,29,24,14,16,29,26
Lg Rank Defense,30,30,,,20,19,23,,5,28,15,15,32,,30,26,27,9,,,,,,4,21,8,29,29,30,28
