,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,399,5666,1012,5.6,12,5,328,286,474,3036,17,7,5.8,155,492,2630,29,5.3,146,112,960,27,177,36.7,6.8,Own 28.9,2:42,5.91,31.8,2.14
Opp. Stats,378,5712,1019,5.6,18,6,338,306,511,3582,19,12,6.5,183,469,2130,21,4.5,122,106,884,33,183,38.8,9.3,Own 29.5,2:43,5.8,31.0,2.06
Lg Rank Offense,10,16,,,3,3,16,,32,30,27,4,25,,2,1,1,1,,,,,,15,30,13,15,13,12,9
Lg Rank Defense,16,19,,,23,24,24,,1,6,4,18,21,,29,29,31,28,,,,,,11,25,24,24,17,16,22
