,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,330,5509,1068,5.2,18,6,330,355,555,3144,18,12,5.3,173,471,2365,17,5.0,127,101,859,30,180,35.0,9.4,Own 26.2,2:46,6.12,30.4,1.83
Opp. Stats,455,6047,1060,5.7,17,6,369,347,506,3613,32,11,6.7,198,521,2434,19,4.7,141,92,765,30,175,44.0,8.6,Own 31.6,2:59,6.2,34.5,2.49
Lg Rank Offense,24,19,,,6,4,14,,24,26,24,13,28,,13,4,9,2,,,,,,18,21,30,14,11,14,19
Lg Rank Defense,31,25,,,27,28,31,,2,13,30,19,30,,32,32,27,29,,,,,,2,27,30,29,28,30,31
