,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,565,6810,996,6.8,18,6,384,385,583,4955,50,12,8.1,239,387,1855,16,4.8,108,137,1152,37,171,52.6,10.5,Own 30.9,2:44,6.02,39.8,3.12
Opp. Stats,421,6488,1109,5.9,27,12,419,406,632,4374,30,15,6.4,247,425,2114,19,5.0,129,107,881,43,174,40.8,14.9,Own 25.7,2:53,6.6,37.2,2.35
Lg Rank Offense,1,1,,,7,4,3,,9,3,1,12,1,,23,16,7,6,,,,,,1,21,3,14,11,1,1
Lg Rank Defense,24,31,,,8,4,32,,32,31,22,9,12,,17,27,29,31,,,,,,5,5,2,30,32,31,28
