,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,343,5361,1113,4.8,20,9,323,425,664,3778,23,11,5.4,204,411,1583,10,3.9,85,106,831,34,199,34.7,9.5,Own 29.2,2:34,5.79,26.8,1.70
Opp. Stats,398,6139,1116,5.5,22,9,354,355,563,3656,24,13,5.9,186,498,2483,17,5.0,144,123,1017,24,194,38.7,10.8,Own 30.5,2:45,5.9,31.6,2.01
Lg Rank Offense,21,23,,,10,17,24,,4,15,16,7,29,,28,29,28,29,,,,,,20,24,13,28,25,28,24
Lg Rank Defense,20,24,,,14,9,22,,12,9,7,15,9,,26,32,21,32,,,,,,12,18,28,13,12,15,17
