,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,530,6919,1153,6.0,20,9,390,444,647,4800,40,11,7.1,248,473,2119,15,4.5,111,127,1103,31,192,43.8,9.9,Own 28.5,2:43,6.19,35.9,2.46
Opp. Stats,358,5967,1082,5.5,34,8,327,364,612,4049,24,26,6.2,191,429,1918,13,4.5,99,121,973,37,203,32.5,16.7,Own 27.1,2:31,5.5,29.3,1.70
Lg Rank Offense,1,1,,,10,17,6,,6,2,3,7,4,,12,9,17,8,,,,,,9,22,18,21,12,3,8
Lg Rank Defense,7,19,,,1,11,8,,25,20,7,1,18,,11,16,7,23,,,,,,29,3,6,1,2,6,4
