,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,304,5081,1106,4.6,29,8,322,348,599,3239,14,21,5.0,174,455,1842,17,4.0,118,107,864,30,195,29.2,14.9,Own 28.3,2:41,5.82,26.0,1.51
Opp. Stats,404,5201,1028,5.1,16,7,311,337,515,3266,26,9,5.9,170,474,1935,16,4.1,112,108,896,29,197,37.6,8.1,Own 33.5,2:33,5.4,26.1,1.98
Lg Rank Offense,29,30,,,29,14,25,,14,29,31,32,32,,14,20,13,23,,,,,,29,4,21,23,24,30,29
Lg Rank Defense,21,2,,,26,20,4,,2,4,13,26,6,,21,18,18,8,,,,,,13,28,32,3,1,2,15
