,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,253,5191,1028,5.0,29,12,304,361,604,3436,12,17,5.4,178,392,1755,13,4.5,92,104,856,34,178,26.4,15.7,Own 25.7,2:37,5.93,29.2,1.38
Opp. Stats,457,6002,1068,5.6,9,2,351,377,543,3875,24,7,6.7,198,493,2127,22,4.3,124,104,879,29,172,45.3,5.2,Own 29.7,3:13,6.4,34.9,2.43
Lg Rank Offense,32,27,,,29,30,29,,11,22,32,26,27,,30,22,21,9,,,,,,32,2,32,26,21,24,31
Lg Rank Defense,28,20,,,32,32,21,,5,17,7,30,27,,25,23,29,16,,,,,,3,32,26,32,30,28,28
