,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,496,6822,1053,6.5,25,10,360,393,566,4514,30,15,7.6,223,456,2308,27,5.1,113,97,767,24,186,43.5,13.4,Own 29.6,2:45,5.81,36.5,2.53
Opp. Stats,391,5411,1057,5.1,27,12,321,380,568,3761,27,15,6.0,186,433,1650,15,3.8,109,96,719,26,187,32.1,13.9,Own 28.6,2:43,5.8,28.9,1.86
Lg Rank Offense,2,1,,,21,16,6,,20,1,4,21,2,,15,6,1,1,,,,,,3,11,11,15,19,3,3
Lg Rank Defense,22,10,,,8,5,15,,14,15,25,14,13,,11,7,17,6,,,,,,24,10,16,15,8,11,16
