,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,428,5962,945,6.3,19,7,338,348,512,4089,32,12,7.5,213,399,1873,16,4.7,100,113,967,25,170,42.4,10.0,Own 28.7,2:53,5.77,34.9,2.40
Opp. Stats,329,5339,981,5.4,20,7,311,351,548,3646,23,13,6.2,178,395,1693,11,4.3,101,103,828,32,169,33.7,11.8,Own 29.1,2:46,6.0,31.5,1.82
Lg Rank Offense,6,11,,,11,8,13,,24,10,8,12,5,,19,15,7,7,,,,,,5,24,14,6,21,7,5
Lg Rank Defense,8,9,,,16,19,10,,18,9,12,15,11,,11,9,6,12,,,,,,23,16,23,21,27,18,8
