,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,383,5873,1052,5.6,18,7,338,374,581,3968,32,11,6.5,211,441,1905,10,4.3,101,105,856,26,174,39.7,9.2,Own 29.8,2:54,6.24,33.8,2.16
Opp. Stats,350,5696,1061,5.4,18,11,340,342,523,3515,21,7,6.2,189,493,2181,15,4.4,120,95,907,31,173,38.7,9.8,Own 27.7,2:59,6.4,32.9,1.99
Lg Rank Offense,12,11,,,6,9,11,,15,12,3,10,9,,22,15,23,9,,,,,,9,23,8,7,5,7,9
Lg Rank Defense,10,17,,,23,8,23,,5,9,10,31,17,,26,28,17,23,,,,,,8,23,9,29,29,26,22
