,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,347,5206,976,5.3,21,8,281,267,457,2996,16,13,6.1,138,483,2210,16,4.6,119,104,862,24,187,35.3,9.6,Own 28.4,2:36,5.40,27.9,1.76
Opp. Stats,374,5953,1103,5.4,17,7,346,383,580,3868,25,10,6.3,194,488,2085,17,4.3,125,105,866,27,193,34.2,8.3,Own 28.4,2:49,5.9,30.8,1.90
Lg Rank Offense,20,29,,,8,7,29,,29,29,28,15,17,,12,10,11,14,,,,,,18,27,17,25,30,25,20
Lg Rank Defense,19,22,,,27,23,22,,19,22,19,24,21,,23,18,21,12,,,,,,23,28,14,19,12,15,15
