,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,344,5912,1071,5.5,34,15,340,424,631,4359,30,19,6.4,220,393,1553,7,4.0,79,89,670,41,179,34.1,18.4,Own 26.6,2:47,6.15,32.9,1.85
Opp. Stats,362,5664,1095,5.2,22,11,328,426,606,3986,23,11,6.1,208,446,1678,14,3.8,104,111,916,16,186,37.1,11.3,Own 30.1,2:51,6.1,30.5,1.91
Lg Rank Offense,22,10,,,31,30,10,,4,5,4,29,10,,28,29,30,24,,,,,,22,1,29,13,9,10,18
Lg Rank Defense,13,16,,,19,8,16,,26,24,17,19,15,,13,8,11,4,,,,,,13,19,28,26,24,18,18
