,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,357,5072,1016,5.0,22,13,301,337,513,3262,28,9,5.8,154,451,1810,8,4.0,116,99,749,31,189,34.9,10.6,Own 30.8,2:39,5.56,26.8,1.81
Opp. Stats,413,6303,1083,5.8,26,15,349,382,572,3972,29,11,6.5,201,469,2331,15,5.0,119,99,965,29,184,40.2,13.0,Own 28.4,2:48,6.0,34.0,2.16
Lg Rank Offense,19,26,,,17,27,24,,27,24,8,4,22,,18,18,28,21,,,,,,19,16,4,21,26,26,21
Lg Rank Defense,27,29,,,12,1,26,,17,22,28,19,26,,20,30,17,32,,,,,,6,12,13,21,22,28,28
