,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,374,6184,1082,5.7,24,10,349,429,628,4567,23,14,6.8,217,414,1617,14,3.9,95,124,1104,37,188,41.0,12.8,Own 28.0,2:48,5.98,32.8,2.02
Opp. Stats,439,5732,1103,5.2,15,9,349,400,606,3789,29,6,5.9,202,462,1943,18,4.2,109,99,1021,38,178,41.6,7.3,Own 26.5,2:57,6.4,32.1,2.30
Lg Rank Offense,18,11,,,20,23,15,,7,6,16,14,8,,26,28,18,27,,,,,,14,12,23,17,20,14,17
Lg Rank Defense,26,14,,,29,9,20,,21,13,22,32,8,,19,19,23,10,,,,,,8,31,2,25,27,17,25
