,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,467,6034,1114,5.4,23,5,347,355,556,3736,28,18,6.4,194,531,2298,24,4.3,129,104,842,24,195,41.5,10.8,Own 29.0,2:35,5.88,30.9,2.31
Opp. Stats,342,5613,1101,5.1,33,17,327,345,550,3415,23,16,5.7,174,497,2198,9,4.4,119,98,851,34,197,33.5,16.2,Own 29.2,2:40,5.8,28.4,1.65
Lg Rank Offense,4,11,,,17,2,11,,19,14,9,30,9,,6,9,2,18,,,,,,6,20,13,27,18,18,7
Lg Rank Defense,5,12,,,1,1,14,,11,8,14,7,8,,27,22,3,17,,,,,,25,1,27,5,8,6,4
