,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,402,5802,1040,5.6,16,7,333,345,506,3781,26,9,6.7,202,472,2021,12,4.3,94,105,787,37,186,40.3,8.1,Own 31.3,2:39,5.84,31.1,2.03
Opp. Stats,316,5490,1022,5.4,29,14,298,385,594,4167,28,15,6.5,200,385,1323,8,3.4,76,117,945,22,187,31.6,13.9,Own 25.5,2:36,5.6,29.4,1.72
Lg Rank Offense,11,15,,,3,8,14,,27,17,17,6,12,,4,8,20,19,,,,,,9,30,2,20,18,18,17
Lg Rank Defense,4,12,,,4,1,5,,27,28,18,9,18,,9,3,3,1,,,,,,30,13,1,8,10,7,5
