,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,474,6634,1128,5.9,22,7,401,443,674,4800,38,15,6.8,256,423,1834,18,4.3,112,116,1033,33,175,45.7,12.0,Own 29.4,2:52,6.60,37.9,2.65
Opp. Stats,459,6122,1103,5.6,21,10,383,357,559,3761,27,11,6.3,199,509,2361,22,4.6,144,99,835,40,179,45.3,11.2,Own 30.0,2:58,6.4,34.2,2.45
Lg Rank Offense,5,4,,,13,9,3,,3,2,5,21,10,,22,21,9,17,,,,,,4,17,11,14,2,2,2
Lg Rank Defense,29,23,,,17,8,28,,9,12,16,22,22,,27,30,29,28,,,,,,4,16,27,28,24,25,29
