,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,364,5490,995,5.5,17,5,317,371,575,3910,23,12,6.4,189,382,1580,11,4.1,93,111,954,35,178,38.8,8.4,Own 28.7,2:34,5.83,30.8,1.93
Opp. Stats,402,6313,1147,5.5,19,8,380,390,585,3961,21,11,6.3,202,515,2352,24,4.6,143,103,824,35,183,40.4,10.4,Own 27.3,3:06,6.5,34.4,2.20
Lg Rank Offense,17,21,,,5,2,23,,17,14,20,13,11,,31,28,20,16,,,,,,11,29,18,25,18,12,12
Lg Rank Defense,25,30,,,22,23,32,,21,21,10,19,22,,29,31,30,27,,,,,,5,21,7,32,30,29,29
