,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,415,6007,985,6.1,11,3,322,363,543,4104,26,8,7.1,198,405,1903,12,4.7,95,118,1044,29,176,44.9,6.3,Own 29.1,2:49,5.86,34.0,2.21
Opp. Stats,339,5842,1044,5.6,26,10,352,325,570,3952,23,16,6.6,204,443,1890,15,4.3,112,107,864,36,179,33.5,13.4,Own 26.0,2:39,6.0,32.6,1.85
Lg Rank Offense,6,5,,,1,1,10,,17,7,10,2,6,,23,9,15,1,,,,,,3,32,13,6,13,5,6
Lg Rank Defense,15,28,,,7,11,32,,27,29,15,9,25,,22,25,27,23,,,,,,16,8,5,19,25,28,21
