,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,346,5421,981,5.5,15,5,329,388,594,4111,24,10,6.5,217,350,1310,9,3.7,76,100,861,36,156,41.0,9.0,Own 25.7,3:05,6.51,34.8,2.08
Opp. Stats,358,5676,964,5.9,14,4,333,399,549,3975,33,10,6.9,206,389,1701,8,4.4,99,122,979,28,160,39.4,8.8,Own 27.2,3:02,6.2,35.5,2.21
Lg Rank Offense,20,21,,,5,3,15,,11,11,16,10,15,,31,30,26,27,,,,,,7,25,30,1,1,5,12
Lg Rank Defense,13,18,,,28,29,23,,12,19,31,23,27,,9,18,2,20,,,,,,8,28,8,32,31,31,27
