,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,504,6067,1010,6.0,16,9,377,381,519,4042,33,7,7.5,210,471,2025,26,4.3,134,94,939,33,168,51.8,9.5,Own 31.5,3:02,6.15,36.1,2.96
Opp. Stats,353,5585,978,5.7,24,12,333,384,573,4302,30,12,6.9,224,356,1283,12,3.6,72,85,814,37,164,36.0,14.6,Own 26.3,2:47,6.1,34.1,2.10
Lg Rank Offense,3,8,,,3,15,5,,23,12,7,2,4,,5,7,1,17,,,,,,2,28,1,1,4,4,2
Lg Rank Defense,14,14,,,13,4,22,,22,29,22,18,28,,4,2,10,2,,,,,,16,6,3,22,29,27,20
