,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,354,5715,1012,5.6,18,6,313,368,567,4124,23,12,6.8,203,403,1591,13,3.9,85,117,970,25,185,37.3,9.7,Own 29.5,2:36,5.64,30.8,1.90
Opp. Stats,292,5099,1020,5.0,19,8,307,331,537,3612,16,11,6.2,180,441,1487,16,3.4,94,103,925,33,184,28.3,10.3,Own 28.4,2:41,5.7,27.9,1.57
Lg Rank Offense,18,12,,,11,5,22,,18,10,18,14,9,,20,25,16,24,,,,,,13,22,10,22,22,15,16
Lg Rank Defense,3,5,,,22,19,10,,5,8,3,21,15,,25,7,22,1,,,,,,30,21,16,19,14,7,4
