,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,491,6773,1024,6.6,18,6,383,336,491,4384,33,12,8.4,207,499,2389,27,4.8,147,101,933,29,179,45.3,10.1,Own 30.4,2:57,5.86,37.8,2.70
Opp. Stats,298,5167,1038,5.0,28,6,319,410,621,3642,20,22,5.4,190,369,1525,10,4.1,97,94,762,32,174,33.9,15.5,Own 26.2,2:49,6.2,29.6,1.71
Lg Rank Offense,3,2,,,6,4,2,,32,4,2,13,1,,8,3,1,4,,,,,,2,18,5,4,17,1,1
Lg Rank Defense,3,8,,,5,28,13,,30,14,8,1,5,,1,3,4,14,,,,,,20,2,1,23,27,14,9
