,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,268,4566,1053,4.3,33,18,260,356,601,2919,11,15,4.4,156,388,1647,7,4.2,77,124,945,27,208,26.0,13.9,Own 30.3,2:23,5.25,21.8,1.13
Opp. Stats,355,4969,1087,4.6,27,10,298,313,522,2861,19,17,5.0,150,517,2108,14,4.1,111,93,780,37,211,31.8,11.8,Own 29.8,2:30,5.3,23.4,1.58
Lg Rank Offense,29,31,,,30,32,32,,11,30,32,21,31,,29,22,30,14,,,,,,29,10,7,31,31,32,31
Lg Rank Defense,12,3,,,8,13,2,,4,2,4,8,4,,30,25,11,11,,,,,,27,15,24,2,2,2,4
