,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,478,5784,1000,5.8,21,14,311,320,518,3831,28,7,7.0,185,454,1953,17,4.3,97,107,922,29,190,45.3,9.5,Own 32.9,2:32,5.51,30.4,2.33
Opp. Stats,329,5432,1021,5.3,28,10,300,324,555,3475,21,18,5.8,181,418,1957,15,4.7,86,102,808,33,193,30.6,14.0,Own 27.7,2:29,5.5,28.2,1.66
Lg Rank Offense,1,10,,,13,30,15,,24,10,6,1,7,,9,8,5,7,,,,,,2,22,1,21,21,11,3
Lg Rank Defense,12,19,,,5,11,11,,19,13,10,6,9,,11,28,27,30,,,,,,25,6,9,9,7,10,7
