,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,458,6307,1070,5.9,12,4,389,389,587,4418,32,8,7.1,232,448,1889,16,4.2,107,95,835,50,174,49.4,6.9,Own 28.5,2:49,6.38,36.1,2.61
Opp. Stats,296,5856,1022,5.7,18,6,325,367,590,4020,24,12,6.4,204,390,1836,6,4.7,98,111,1035,23,172,30.2,9.9,Own 24.8,2:44,6.1,34.0,1.60
Lg Rank Offense,2,1,,,2,2,1,,7,2,3,2,5,,11,10,6,12,,,,,,1,31,15,6,1,1,1
Lg Rank Defense,5,29,,,25,23,24,,30,30,18,18,20,,5,20,2,31,,,,,,27,24,1,22,30,31,6
