,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,451,5901,1052,5.6,19,11,354,324,521,3361,27,8,6.1,167,499,2540,22,5.1,154,76,688,33,180,43.3,8.9,Own 31.6,3:02,6.04,32.8,2.39
Opp. Stats,365,5834,1050,5.6,33,14,334,390,597,3980,32,19,6.3,213,420,1854,10,4.4,101,109,978,20,181,35.4,17.1,Own 27.5,2:41,6.0,32.1,1.99
Lg Rank Offense,9,16,,,8,27,13,,27,26,12,4,17,,5,2,5,2,,,,,,11,27,2,5,17,15,10
Lg Rank Defense,9,16,,,2,1,11,,18,19,31,3,20,,7,10,3,20,,,,,,23,1,7,9,13,18,16
