,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,461,6712,1137,5.9,23,11,375,408,606,4401,30,12,6.9,228,500,2311,27,4.6,124,97,843,23,187,40.6,11.8,Own 30.4,2:51,6.19,35.8,2.44
Opp. Stats,395,5714,1037,5.5,23,7,339,371,588,4205,28,16,6.7,209,408,1509,15,3.7,91,91,788,39,185,37.3,12.4,Own 27.1,2:39,5.8,30.8,2.05
Lg Rank Offense,5,3,,,19,20,5,,9,2,4,13,3,,7,5,1,5,,,,,,8,14,5,9,7,4,4
Lg Rank Defense,23,19,,,18,27,22,,22,27,27,11,29,,3,2,17,3,,,,,,12,14,4,8,9,20,26
