,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,290,5379,995,5.4,24,14,300,382,556,3751,19,10,6.2,197,387,1628,9,4.2,86,110,965,17,176,31.3,13.6,Own 26.8,2:49,5.85,30.5,1.57
Opp. Stats,467,6102,973,6.3,17,3,317,299,480,3853,36,14,7.8,178,480,2249,16,4.7,108,117,991,31,174,44.3,9.8,Own 29.9,2:43,5.8,35.1,2.52
Lg Rank Offense,28,23,,,22,31,24,,16,18,24,8,19,,23,25,27,23,,,,,,26,8,28,10,17,19,28
Lg Rank Defense,32,26,,,22,32,14,,1,19,32,14,32,,30,30,21,22,,,,,,2,23,27,18,17,29,32
