,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,366,5286,1007,5.2,17,5,299,340,555,3657,34,12,6.1,183,409,1629,4,4.0,85,148,1342,31,197,30.5,8.6,Own 28.5,2:23,5.27,26.8,1.71
Opp. Stats,332,5171,1045,4.9,25,11,316,325,554,3347,19,14,5.6,181,452,1824,14,4.0,90,102,878,45,193,33.2,11.9,Own 29.5,2:33,5.6,26.8,1.68
Lg Rank Offense,11,15,,,7,5,19,,16,14,2,11,15,,21,23,31,21,,,,,,21,27,15,30,30,21,20
Lg Rank Defense,13,11,,,9,7,19,,17,6,7,13,6,,23,19,22,14,,,,,,19,12,24,14,15,7,10
