,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,346,5599,1106,5.1,21,13,319,409,632,3957,24,8,5.9,204,431,1642,11,3.8,89,79,725,26,190,34.7,10.5,Own 26.9,2:35,5.99,29.4,1.78
Opp. Stats,398,6170,1113,5.5,21,12,344,389,598,4246,26,9,6.6,203,467,1924,18,4.1,110,104,801,31,189,36.0,10.1,Own 29.4,2:49,6.0,32.6,2.01
Lg Rank Offense,21,18,,,16,27,22,,3,13,16,2,19,,24,25,20,27,,,,,,20,17,28,24,12,18,22
Lg Rank Defense,24,28,,,21,5,24,,23,30,24,25,28,,18,17,26,13,,,,,,15,22,21,23,20,25,23
