,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,279,5704,967,5.9,31,12,324,347,559,3969,19,19,6.8,212,380,1735,10,4.6,93,110,967,19,172,27.3,17.4,Own 25.5,2:37,5.76,33.0,1.49
Opp. Stats,399,5548,1012,5.5,11,3,322,342,530,3598,22,8,6.3,188,445,1950,18,4.4,99,103,959,35,174,42.0,6.3,Own 29.2,2:56,6.0,31.9,2.18
Lg Rank Offense,28,15,,,30,28,17,,22,14,24,28,10,,25,17,22,6,,,,,,30,3,31,20,19,8,28
Lg Rank Defense,24,15,,,32,30,14,,4,7,11,29,17,,26,27,25,21,,,,,,2,30,22,30,23,20,26
