,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,399,5962,1026,5.8,18,3,336,381,596,4202,33,15,6.8,210,409,1760,13,4.3,97,112,1068,29,182,38.5,9.9,Own 27.3,2:42,5.81,32.7,2.16
Opp. Stats,327,5482,997,5.5,23,10,313,381,590,3882,20,13,6.2,184,369,1600,15,4.3,95,109,920,34,177,34.5,11.9,Own 28.7,2:43,5.8,30.9,1.82
Lg Rank Offense,10,7,,,11,1,12,,9,5,4,18,8,,16,14,16,15,,,,,,10,20,26,15,16,9,8
Lg Rank Defense,10,12,,,14,9,11,,23,16,5,15,11,,4,13,18,19,,,,,,21,15,19,24,19,15,12
