,,,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,,,,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,335,5618,1036,5.4,18,9,331,354,541,3593,20,9,6.2,179,455,2025,16,4.5,124,83,711,28,168,36.9,9.5,Own 28.0,3:07,6.35,33.5,1.96
Opp. Stats,322,5544,1039,5.3,19,6,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,922,21,168,32.7,10.7,Own 26.6,2:57,6.4,33.0,1.72
Lg Rank Offense,23,19,,,6,17,21,,24,19,25,5,16,,14,13,14,10,,,,,,18,25,23,3,6,12,19
Lg Rank Defense,3,8,,,21,26,5,,11,8,5,15,16,,15,15,1,14,,,,,,28,21,4,25,26,22,5
